Raw,CD-RE,Polarity
Pakej bantuan khas PERMAI 2021 : RM50 juta disalur kepada NADMA bagi perbelanjaan operasi bencana semasa tempoh Monâ€¦ https://t.co/tSBwIms0zv,pakej bantuan khas permai 2021 rm50 juta disalur nadma perbelanjaan operasi bencana semasa mon,1
"Kita Prihatin merangkumi Bantuan Prihatin Nasional (BPN) 2.0 berjumlah RM7 bilion, Program Subsidi Upah 2.0 (RM2.4â€¦ https://t.co/u491UsOnYm",merangkumi bantuan prihatin nasional bpn 2 0 rm7 bilion program subsidi upah 2 0 rm2 untuk,1
"Semasa tempoh pelaksanaan PKP, bantuan moratorium dan pengurangan bayaran balik pinjaman disediakan. â€“PM. #kerajaangagal",pelaksanaan tempoh pkp bantuan moratorium bayaran balik pinjaman disediakan malam,1
i just wanna say #KerajaanGagal,Saya mahu mengatakan,0
"Geran khas sebanyak RM3,000 disediakan di bawah Pakej Rangsangan Ekonomi Prihatin Rakyat (PRIHATIN PKS) kepada setiâ€¦ https://t.co/448LHZ8hox",geran khas rm3 000 bawah pakej rangsangan ekonomi prihatin pks seti,1
Insentif cukai untuk pembelian kereta â€“ RM897 juta. #kerajaangagal,insentif cukai untuk pembelian kereta 897 juta,1
Pakej Pelan Jana Semula Ekonomi Negara (PENJANA) pada awal Jun lalu mengumumkan pengecualian cukai jualan sepenuhnyâ€¦ https://t.co/mkX6pO4woR,pakej pelan jana ekonomi penjana negara awal jun mengumumkan pengecualian cukai jualan sepenuh,1
"24.Geran secara â€˜one-offâ€™ sehingga RM5,000 kepada pengendali taska yang berdaftar di bawah Kementerian Pembangunanâ€¦ https://t.co/yGy5Fx5cYt",24 geran secara bawah satu off 5 000 pengendali taska berdaftar pembangunan kementerian,0
25.Subsidi pengangkutan awam MY30 -RM200 juta. #kerajaangagal,25 subsidi pengangkutan awam my30 rm200 juta,1
memalukan @uumnews ada prof kangkung yg kaki fitnah dan kaki perkauman! #KerajaanGagal,memalukan ada profesor kangkung kaki fitnah kaki perkauman,-1
#kerajaangagal https://t.co/nrfUf3Dfpt,,0
"sakit hati everytime scrolling timeline twitter this week, thereâ€™s sooo many sick news &amp; issues, betul2 #KerajaanGagal",sakit hati everytime scrolling timeline twitter this week there sooo many sick news amp issues betul2,-1
"let this hashtag trending for every second, 24/7, 7 days a week. let us choose who should lead us and who should stâ€¦ https://t.co/ggMHSQBtCf",biarkan hashtag menjadi tren untuk 24 kedua 7 7 hari seminggu marilah memilih memimpin st,0
#KerajaanGagal https://t.co/1Tic6li6d2,,0
@ClimateEnvoy #Brexit #BTSJIN #BreakingNews #BinanceSmartChain #birthday #ë°©íƒ„ì†Œë…„ë‹¨ì§„ #SEOKJIN    #Amici20 #VaccinesWorkâ€¦ https://t.co/ddL5nVSeRt,,0
"Next pilihan raya kena fikir 100x nak pangkah siapaðŸ™‚Cukup la banyak yang zalim sekarang niðŸ˜Œ
#KerajaanGagal",pilihan raya datang kena fikir 100x nak pangkah senyum muka cukup zalim kena lega muka,-1
@MuhyiddinYassin bukan nak cakap dato seri lah tapi. saya hari2 doa2 pemimpin2 zalim yang ada kat malaysia ni mati.â€¦ https://t.co/sSWeQMygcc,nak cakap dato seri hari2 doa2 pemimpin2 zalim ada malaysia mati,-1
"#KerajaanGagal
https://t.co/VSFVIupY0C",,0
#KerajaanGagal https://t.co/mrBkPPnaiB,,0
JUDI NUMBER WAN!! toke kata takpe kami bg duit HAHAHAHAHA #KerajaanGagal https://t.co/nLvsLqg87p,judi number wan toke kata takpe duit hahahaha,-1
casino &gt; education #KerajaanGagal @Khairykj https://t.co/nUwBCWgGxp,kasino gt pendidikan,0
@harisprawira Dah mcm takda otak . Kompaun 50k makin mnjdi jdi . Org lain nak cri duit pun spruh mati . Tak perlu lâ€¦ https://t.co/N5YpmDTxpI,takda otak kompaun 50k mnjdi jdi orang nak cri spruh tak mati perlu l,-1
iz*one disbanded.. ni semua salah kerajaan. #KerajaanGagal,iz one disbanded salah,-1
"@saifulv39 Sebab dia org ni gagal, dia salahkan 1MDB lah @Mustapa_Mohamed #KerajaanGagal",orang gagal salahkan 1mdb,-1
@ruffleseed @fahmi_fadzil @kuasasiswa @PDRMsia boneka #kerajaangagal,boneka,0
"they don't fucking care. The ethos of #KerajaanGagal is ""let's put up a semblance of organisation but the truth isâ€¦ https://t.co/Nr2eJMFWkM",tidak peduli etos membiarkan organisasi berlaku kebenarannya,-1
"#DoubleStandard
#KerajaanGagal https://t.co/opIFjvLDMG",,0
Sesungguhnya ku merindui nak teraweh di masjid #KerajaanGagal,sesungguhnya merindui nak teraweh masjid,1
MP @PattoKasthuri have you say please. Can indians get justice? Where is the polices' accountability and integrityâ€¦ https://t.co/ulrWkqbguY,mp katakan orang India mendapat keadilan akauntabiliti integriti polisi,0
Give your parliament seats away if you donâ€™t want to use it boleh tak #KerajaanGagal,berikan parlimen kerusi tidak mahu menggunakannya,-1
"#KerajaanGagal
#KerajaanZalim https://t.co/MlU1LHTK8E",,0
"#KerajaanGagal

#kerajaanZalim

 https://t.co/lfY5G6pLDE",,0
"Sudah tiba masanya rakyat Malaysia BANGKIT!!!

Jangan kita ditekan lagi oleh #KerajaanGagal dan #KerajaanZalim ini.â€¦ https://t.co/x19uzn4jtw",tiba masanya malaysia bangkit ditekan,0
"@Khairykj
#KerajaanGagal
Learn from Spore pls sibodoh. Look where r we now! Close to be being classified like Indiaâ€¦ https://t.co/Ws9g5S0ilQ",belajar penampilan spore pls sibodoh diklasifikasikan india,-1
@ at our government #KerajaanGagal https://t.co/jlIAAVaWcg,kerajaan,0
#KerajaanGagal https://t.co/WrnfMIvCok,,0
#KerajaanGagal https://t.co/dumVuuDhbl,,0
everytime i wake up i wish was in another country... #KerajaanGagal https://t.co/CdT7V4AE2v,kali bangun mahukan berada negara,-1
"@Khairykj Terima kasih @Khairykj 
#KerajaanGagal",terima kasih,1
"Kelantan Darul Kompaun. Takbir 50k!!! #KerajaanGagal 
https://t.co/Jnnd0My36J",kelantan darul kompaun takbir 50k,-1
@malaysiakini Memang betul #Kerajaangagal! Gagal beri kuasa kepada sang penyamun dan perasuah rompak duit rakyat seâ€¦ https://t.co/5EEJrS7oIR,gagal beri kuasa menyanyikan penyamun perasuah rompak duit rakyat,-1
"@malaysiakini #kerajaangagal sebab berjaya tangkap penyamun, perasuah, geng kartel dan tak beri muka pada orang polâ€¦ https://t.co/K3WG8Rvr7B",berjaya tangkap penyamun perasuah geng kartel tak muka beri pol orang,0
#KerajaanGagal https://t.co/ZbcxfeAOIb,,0
"#KerajaanGagal
What a contrast to our neighbour Singapore being rank no. 1 in the world in covid control. Everythinâ€¦ https://t.co/cPNRPhdOY9",berbeza singapura jiran berada kedudukan no 1 dunia kawalan covid everythin,0
"""Ketika otak letak di atas, ada yang bertindak SEOLAH-OLAH OTAK DI LUTUT"" - Awani 2021

#KerajaanGagal #KerajaanZalim",otak letak atas ada bertindak olah otak lutut awani 2021,-1
#MakeSchoolASaferPlace,,0
The most handsome man in the world is Michael Ballack. Nigeria will be great again without terrorists.â€¦ https://t.co/1kjLGS9MsS,lelaki tampan dunia michael ballack nigeria kembali hebat pengganas,1
#MakeSchoolASaferPlace,,0
"Tn Hj Zainal tak pernah mengecewakan.
#MakeSchoolASaferPlace",tuan haji zainal tak mengecewakan,1
Brave girl. Not all people have the audacity to stand up and spoke out loud the truth. i stand with you gurl. We'reâ€¦ https://t.co/Vsx8O8CoBV,Gadis berani tidak orang mempunyai keberanian untuk berdiri bersuara keras kebenaran berdiri gurl,1
Also apa tindakan dari menteri utk pastikan #MakeSchoolASaferPlace ini become reality. Takkan nak suruh adik ain tuâ€¦ https://t.co/4LDokmoMBQ,tindakan menteri untuk pastikan menjadi realiti tak nak suruh adik ain,0
"@ant33ater He's talking about you from 10:00 to 15:00

#MakeSchoolASaferPlace 

https://t.co/1GPzN7QMx6",bercakap jam 10 00 15 00,0
All of yall are so silent about it #JusticeforGanapathy  #MakeSchoolASaferPlace,yall senyap mengenainya,-1
"#MakeSchoolASaferPlace kini semakin trending.
Setelah bertahun meninggalkan zaman sekolah, saya pun kurang ingat paâ€¦ https://t.co/05AWtZguJc",trending bertahun meninggalkan zaman sekolah ingat kurang,0
PREACH IT DAZAI #MakeSchoolASaferPlace https://t.co/LoiGNVDbbi,berdakwah dazai,0
I believe in @ant33ater .. i pon pernah jadi student and bila cikgu lelaki buat lawak lucah all the boys dalam clasâ€¦ https://t.co/dbWmLdxX09,Saya percaya i menjadi pelajar cikgu lawak lucah budak lelaki kerang,-1
"How terrifying it is to think that these enablers life among us. Bayangkan, kau perempuan and abah kau abang kau adâ€¦ https://t.co/evcKd21P0l",betapa menakutkannya memikirkan membolehkan kehidupan bayangkan kau abah kau abang kau ad,-1
Dah agak ðŸ˜’ðŸ˜–ðŸ˜­ #MakeSchoolASaferPlace #MakeSchoolsASaferPlace https://t.co/2eFiG0Sv7G,wajah bingung wajah kuat menangis muka,0
"#MakeSchoolASaferPlace People Who Joke About Rape, Sexual Harassment &amp; Fucking Period Peepers bole pergi mampos!!!",orang bergurau mengenai gangguan seksual rogol amp peepers mampos,-1
#MakeSchoolASaferPlace,,0
Middle school vice principal hurls beer at trans woman at restaurant as his wife shouts slursâ€¦ https://t.co/ougSKdadSs,naib pengetua sekolah menengah membuang bir wanita trans restoran isterinya menjerit penghinaan,-1
"#MakeSchoolASaferPlace
#MakeSchoolASaferPlace 
this # not only aimed to the women, but also to the guys out there.â€¦ https://t.co/ZRuDaboZAi",sahaja ditujukan wanita lelaki luar,0
Itâ€™s really troubling when schools are not a safe place especially for little girls. And whatâ€™s worse is that thereâ€¦ https://t.co/2b6PHetHSU,sungguh merisaukan sekolah tempat selamat terutama gadis gadis buruk,-1
"cikgu paling takde maruah! 

#MakeSchoolASaferPlace https://t.co/goN1o7WZhJ",cikgu takde maruah,-1
"Jijiknya perangai sorang2 ya Allah. Dunia sekarang sumpah scary ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ 

Sebab orang macamni lah budak2 takut nakâ€¦ https://t.co/AMoxtOzDEg",jijiknya perangai sorang2 ya allah dunia sumpah menakutkan kuat menangis muka kuat menangis muka kuat menangis kuat menangis muka kuat menangis kuat menangis muka kuat menangis muka kuat menangis kuat menangis muka kuat menangis muka orang macamni budak2 takut nak nak nak nak nak nak nak nak nak,-1
Found this on tiktok and yeah our community is sick. #MakeSchoolASaferPlace https://t.co/Qed2A4ix6W,temui tiktok ya komuniti sakit,-1
#MakeSchoolASaferPlace ðŸ’ª https://t.co/Xp69Hey2WH,bisep lentur,0
this is so messed up i'm about to start crying myself #MakeSchoolASaferPlace https://t.co/p7gpzBVfw0,kacau mula menangis,-1
Tenat dah masyarakat skrg. Memang dah hilang rasa malu. Semuanya melayu islam pulak tu yg komen mcm tu. Aku harap aâ€¦ https://t.co/AGF0qtFtAJ,tenat masyarakat rasa hilang malu melayu islam komen harap a,-1
"Dik, thank u for being brave. We know its not easy for u to speak up. But me myself as an adult will always have yoâ€¦ https://t.co/zuH1FIWPkx",adik terima kasih berani tahu tidak mudah untuk bersuara orang dewasa mempunyai yo,1
"#MakeSchoolASaferPlace #makeschoolasafeplace 

Bagus ye perangai seorang cikgu, melibas muka anak murid dgn sejadahâ€¦ https://t.co/78gYHBWTAu",bagus ya perangai cikgu melibas anak murid sejadgn,-1
#MakeSchoolASaferPlace #r4p3isnotajoke https://t.co/zgf6xQukuP,,0
"its not all men but its enough men 

#MakeSchoolASaferPlace",manusia lelaki mencukupi,0
"Attention to all teachers with a degree holder, your education is way beyond than ours but the way you talked in aâ€¦ https://t.co/IUc70Zgcz7",perhatian guru pemegang ijazah pendidikan jauh tinggi pendidikan cara bercakap,0
#MakeSchoolASaferPlace,,0
We need both #MakeSchoolASaferPlace #MakeMalaysiaASaferPlace,memerlukan kedua duanya,0
@wajdi_budiman #MakeSchoolASaferPlace #KerajaaanGagal,,0
...... who can protect our young generation now? #MakeSchoolASaferPlace https://t.co/Ag3JiQ4Pv6,melindungi generasi muda,0
"What if you realised one of those men were your dad, brother, cousin or uncles, your GRANDPA? To know someone youreâ€¦ https://t.co/HHY8aWRkZl",menyedari salah lelaki sepupu saudara ayah paman datuk untuk mengenali,0
I have so much respect for her!! #MakeSchoolASaferPlace https://t.co/GqwzWpw85V,Saya menghormatinya,1
"How disgusting ya those comments
#MakeSchoolASaferPlace",betapa menjijikkannya komen,-1
#MakeSchoolASaferPlace,,0
"Bookmark

#MakeSchoolASaferPlace",tanda buku,0
"Tell us your story. Voice out. We hear you and we we're here to protect you. #MakeSchoolASaferPlace 

Also thank yoâ€¦ https://t.co/Ln4ArF3ejd",beritahu suara cerita mendengar untuk melindungi mengucapkan terima kasih,1
Kalau dekat sekolah pun cikguÂ² buat sex jokes macam tu thats mean sekolah dah tak selamat untuk student. Ain. My reâ€¦ https://t.co/kybTK7y9GA,sekolah cikgu2 lelucon seks bermaksud sekolah selamat tak selamat untuk pelajar,-1
and please spread this! if you want to know whatâ€™s going on hereâ€™s a thread that will help and explain everythingâ€¦ https://t.co/acycSrhCtg,sila sebarkan mengetahui berlaku utas membantu menerangkan,-1
Fuck it might fuck around and make an excel spreadsheet to list all the emails of government MPs and pembangkang MPâ€¦ https://t.co/7xDTJew43X,fuck it might fuck around and make an excel spreadsheet to list all email of government mps and pembangkang mp,-1
#MakeSchoolASaferPlace,,0
"tw // sexual assault , rape 

hi oomfs it would be great if you can sign this petition tysm! 

Malaysian governmentâ€¦ https://t.co/ZI5pzfc1G5",tw rogol serangan seksual hi oomfs bagus menandatangani petisyen tysm malaysian government,1
"@ant33ater Kesemua kes, mangsa menutup aurat &amp; berhijap.

Hentikan normalisasi lawak lucah. 
#MakeSchoolASaferPlace",kesemua kes mangsa menutup aurat amp berhijap hentikan normalisasi lawak lucah,-1
#MakeSchoolASaferPlace https://t.co/wucCIR94HT,,0
Malaysian government : Force Malaysian Schools to protect girls from rape and sexual assault - Sign the Petition!â€¦ https://t.co/DuXzNJstrP,Kerajaan malaysia paksa sekolah malaysia lindungi kanak kanak perempuan rogol serangan seksual tandatangan petisyen,1
#MakeSchoolASaferPlace Malaysian government : Force Malaysian Schools to protect girls from rape and sexual assaultâ€¦ https://t.co/wEL1S0zq95,Kerajaan malaysia paksa sekolah malaysia lindungi kanak kanak perempuan rogol serangan seksual,1
stop twisting my statement to rationalize your hate towards men. these men were once boys who were victims to thisâ€¦ https://t.co/J6SslMCFpC,berhenti memutar belitkan pernyataan untuk merasionalisasikan kebencian lelaki menjadi budak lelaki menjadi mangsa,-1
posted this in my igs and here too.  #MakeSchoolASaferPlace https://t.co/G0ScyKonkH,memposting igs,0
"mf will say they dont believe ainâ€™s @ant33ater tiktok video, but will believe that garlic is the cure to COVID19. lâ€¦ https://t.co/iyXwMVZX18",mf mengatakan tidak percaya video tiktok ain percaya bawang putih penawar covid19 l,0
"You guys hati2 tau risau la min kadang2 lagi-lagi Yang perempuan tu...

#MakeSchoolASaferPlace",hati2 tahu risau min kadang2 perempuan,-1
"This Ain is so brave !! 
#MakeSchoolASaferPlace",ain sungguh berani,1
"#MakeSchoolASaferPlace 

Credit to Dr Amalina https://t.co/MVaUqWpUjT",kredit untuk amalina,1
they called themselves educators???? i cant believe my eyes that such educators wrote all those disgusting commentsâ€¦ https://t.co/lGrKGvrP2I,menyebut pendidik tidak percaya mata pendidik menulis komen menjijikkan,-1
"Sign for the petition girls! ðŸ¤

Malaysian government : Force Malaysian Schools to protect girls from rape and sexuaâ€¦ https://t.co/voXa90HJOp",sign for the petition girls malaysian government force malaysian schools to protect girls from rape and sexua,1
As a someone whose been a victim before on sexual harassment and assault. I could really understand adik ainâ€™s situâ€¦ https://t.co/v3NZmXI4jO,menjadi mangsa gangguan seksual serangan benar benar memahami adik ain s situ,1
teachers group? fr? see how its very fucked up now? #MakeSchoolASaferPlace https://t.co/wk5Z3S6LzC,kumpulan guru fr melihat kacau,-1
"https://t.co/TenLfyZjbZ 

#MakeSchoolASaferPlace âœŠðŸ»",nada kulit ringan penumbuk dinaikkan,0
We stand with you ain.. Fight till the end.. Don't stop.. #MakeSchoolASaferPlace https://t.co/RCADoTcVeZ,berdiri berjuang akhir tidak berhenti,1
"|ï¿£ï¿£ï¿£ï¿£ï¿£ï¿£ï¿£ï¿£ï¿£ï¿£ï¿£ï¿£ï¿£|
    #MakeSchoolASaferPlace
|____ï¼¿ï¼¿ï¼¿ï¼¿ï¼¿ï¼¿ï¼¿ï¼¿ï¼¿ï¼¿ï¼¿|
                    \(â€¢ï¸µâ€¢) / 
                      \â€¦ https://t.co/YGPo8SuIbo",,0
Who would have thought that a pop song written almost a decade ago to celebrate female empowerment can also boost tâ€¦ https://t.co/rkt3W1YAI6,sangka lagu pop ditulis satu dekad untuk meraikan pemberdayaan wanita meningkatkan,1
Disgusting ðŸ¤¢ #MakeSchoolASaferPlace https://t.co/SK3SfXrGp0,Muka mual jijik,-1
