Raw,CD-RE,Polarity
@k_izzuddin trial 4A1B haha upsr syukurlah dapat 5A 😂,trial 4a1b haha upsr syukurlah 5a face with tears of joy,1
@hanifjamals Wow. Stress psal UPSR? Haha aku tak kisah pon pasal exam time aku skolah rendah dlu. Study pon idok .R… https://t.co/0REeKH23iX,wow stress psal upsr haha tak pasal exam time skolah rendah study idok r,-1
Masa aku darjah 6 aku ada member baik nama danial gak. Boleh kata tiap2 minggu aku dgn dia gaduh dgn org. Cita2 nak… https://t.co/lb6gmYprpS,masa darjah 6 ada member nama baik danial gak kata tiap2 minggu gaduh orang cita2 nak,0
"@seajaill EU NEM QUERIA ESSE VELHOTE, EU TAVA DANDO PULL DE ZOEIRA, mas agora vou upsr",eu nem queria esse velhote eu tava dando pull de zoeira mas agora vou upsr,0
Rindu pulak dengan UPSR ni.,rindu upsr,1
upsr je la last pandai,upsr sahaja pandai terakhir,-1
"3A 2B

3 kali percubaan skali je 4A1B yg lain semua 5A. Tpi sbbkn time tu nk acah2 rebel xnk kne anto prgi boarding… https://t.co/rNNPaKffFk",3a 2b 3 kali percubaan skali sahaja 4a1b 5a sbbkn time nak acah2 rebel xnk kne anto prgi boarding,0
"@k_izzuddin 2000 UPSR SEKOLAH KEBANGSAAN SERI PAKA, TERENGGANU
2A 2B 1C
HAHAHA boleh la masa ni ngongoi nangis.. tu… https://t.co/93lemyvwmE",2000 upsr kebangsaan sekolah seri paka terengganu 2a 2b 1c hahaha masa ngongoi nangis,-1
@dyanaufa1 @masfaizhakim Means there wont be upsr in the future,bermaksud tidak ada upsr masa,-1
berkat buat pembetulan semua soalan exam sains akhirnya upsr dpt B. https://t.co/fi4oLGdBxh,berkat pembetulan ujian sains upsr b,1
"UPSR - 4A
PT3 - 4A
SPM - 1A
Diploma - 2.93

Kesimpulannya asal aku makin bengap, tapi takpe lantak!! Mekasih Abi Um… https://t.co/F0yXv70wSN",upsr 4a pt3 4a spm 1a diploma 2 93 kesimpulannya bengap takpe lanmekasih abi um,-1
"Upsr la zaman aku bijak, masuk sekolah menengah haram belajar ke mana hahahahahaha https://t.co/eT73SD8pX5",upsr zaman bijak masuk sekolah menengah haram belajar hahahahaha,1
upsr last i pandai. masuk smk terus... OUT https://t.co/y945YK85UC,upsr last i pandai masuk smk terus keluar,-1
@k_izzuddin 3A 2B (2006). But now buat phd. So i think upsr tak menentu kan segalanya just nak buat student rasa exam besar.,3a 2b 2006 phd jadi rasa upsr tak menentu nak pelajar rasa exam besar,0
@stormweather0 Kak upsr kak bukan spm bukan pt3,kak upsr kak spm pt3,0
Jadi.. exam tahun 5 ni nak dedahkan dengan format apa.. upsr da mansuh.. 😅,jadi ujian tahun 5 nak dedahkan format upsr mansuh tersenyum muka mulut terbuka peluh sejuk,0
"Kesiannya, hm time upsr la bole jadi budak pandai hahahahhsjd https://t.co/c1VJCBeLDR",kesihm time upsr jadi budak pandai hahahhsjd,-1
@k_izzuddin Yang ingat 7subject je😂 gred tak ingt dah. Upsr 2012,7ingat subjek sahaja face with tears of joy gred tak ingt upsr 2012,0
2B 2C 1D nasib baik upsr kalau spm hancurs https://t.co/JDNCeznCQv,2b 2c 1d nasib baik upsr spm hancurs,-1
Upsr taught me that I’m not stupid,upsr mengajar tidak bodoh,1
at least now i’ll forever hold the record of best upsr and pt3 results among my cousins 😆👍🏻,sekurang kurangnya menyimpan rekod hasil upsr pt3 terbaik sepupu tersenyum muka mulut terbuka menutup mata jempol warna kulit ringan,1
Maybe dia nampak aku pandai kot so kita orang kawan baik sampai form3 pastu tengah tahun form3 baru bercinta 😂 seka… https://t.co/dIxshE1gCn,nampak pandai kot jadi baik orang kawan form3 pastu tengah tahun form3 baru nta muka air mata kegembiraan seka,1
"UPSR (2006)
2A 3B 1C
S.K Bukit Damansara (S.K.B.D) https://t.co/CP8KlivjyL",upsr 2006 2a 3b 1c s bukit damansara s ok b d,0
"Dulu kan masa aku darjah 6, aku crush dekat bf aku dari darjah 5 tau pastu bf aku tu tanya lah dapat berapa A UPSR,… https://t.co/Mvm06FPrZJ",darjah 6 crush bf darjah 5 tahu pastu bf upsr,0
"@k_izzuddin @Ahm_Zafran dulu pernah dapat top 10 student utk trial upsr kt daerah.. rasa mcm hebat dah, sekali masu… https://t.co/1sMJUBBlxJ",top 10 student untuk trial upsr kt daerah masu,1
ah yes why wasnt upsr abolished in 2016 https://t.co/JOopyO44tb,ah ya upsr tidak dimansuhkan tahun 2016,0
so um 07’s batches was the last gen of UPSR students meanwhile 08’s batches was the first gen that didn’t takes UPSR . 🤡,jadi um 07 s batches gen terakhir pelajar upsr 08 s batches gen pertama tidak mengambil wajah badut upsr,0
"Dulu darjah 3, subject science ada soalan

“What is the purpose of this experiment?” 

Jawapan dia, aku salin balik… https://t.co/KbuCZwQ7Zb",darjah 3 subjek sains ada soalan tujuan eksperimen jawapan salin balik,0
why wasn’t upsr abolished in,upsr tidak dihapuskan,0
"5A 😌
.
Skang degree ni nk skor 1A pon payah nya mcm sial. Mana hilang tah kepandaian masa upsr tu dulu https://t.co/WDab69Na2J",5a relieved face skang degree nak skor 1a payah sial hilang tah kepandaian masa upsr,-1
Dah tetiba pulak upsr unnesecsdvevsvry test for 12 years old apo,tiba-tiba upsr unnesecsdvevsvry test for 12 years old apo,0
"5A 💅🏻💅🏻💅🏻

Aku rasa motivation masa UPSR tu sebab nak dapat duit dari PIBG je. Hahahaha

Dorang janji kalau dpt 5A,… https://t.co/GfnPEqtRwE",5a nail polish light skin tone nail polish light skin tone nail polish light skin tone rasa motivation masa upsr nak duit pibg sahaja hahaha dorang janji 5a,1
@qilmbyai @L_Faizul Rasa nya semua ada masalah pelupa tang nak ingat cemana kita study dlu time upsr hahahahaha,rasa ada masalah pelutang nak ceingat belajar time upsr hahahaha,-1
Got 5As Alhamdulillah. UPSR dalam kenangan 😭💕 https://t.co/Hz4rBZs6Xx,mendapat 5as alhamdulillah upsr kenangan kuat menangis menghadap dua hati,1
"3A2B, padahal mase trial dapat 4A. Sebab time upsr tu kena chicken pox teruk gila and i didn't studied AT ALL ye. K… https://t.co/y9npgOc7kJ",3a2b percubaan mase 4a masa upsr kena chicken pox teruk gila tidak belajar ya ok,-1
"UPSR Tahun 2006

Result : 4A 1B. 
B tu English. Memang susah nak skor BI sebab tak pandai BI. https://t.co/yhX3u5TtxA",upsr tahun 2006 hasil 4a 1b b bahasa inggeris susah nak skor bi tak pandai bi,-1
Dalam banyak exam upsr paling aku perform hahaha,ujian upsr berprestasi hahaha,1
"@jeongcoozi senanya aku pun taktahu apa yang dijawab masa upsr, tahu tahu result okay 😀",senanya takapa dijawab masa upsr tahu tahu hasil okay grinning face,1
Kenapa dgn upsr? 😅 https://t.co/oM03PvxQjW,upsr muka tersenyum peluh sejuk mulut terbuka,0
@k_izzuddin Amik UPSR masa Malaysia jadi tuan rumah Sukan Komanwel. 3A 1B 1C,amik upsr masa malaysia jadi tuan rumah komanwel 3a 1b 1c,0
"1A 3B 1C, C tu Matematik dan sampai sekarang tak suka mengira. Zaman UPSR banyak main je :3 https://t.co/fGcisiZyQQ",1a 3b 1c matematik tak suka mengira zaman upsr main sahaja 3,-1
jadila dapat 4A time upsr,jadila 4a masa upsr,0
"Okay gak la babi ada UPSR. Kalau tak budak budak tu sibuk tengok tiktok, main ML, main tiktok. Ada UPSR pun dah camni. Zzz",okay gak babi ada upsr tak budak tengok tiktok main ml main tiktok ada upsr camni zzz,0
"“kerana upsr itu sendiri ialah peperiksaan tuah.”
-Pengetua Awang, STIA, 2003- https://t.co/Pryh1t4IIa https://t.co/Rf2FKEFIxG",upsr peperiksaan tuah pengetua menanti stia 2003,0
@k_izzuddin Upsr tahun 92.... 3B 1C 1D,upsr tahun 92 3b 1c 1d,0
"Duduk banding banding UPSR dulu senang la apa. Dengan kadar perkembangan teknologi and internet, banyak kut sumber nak belajar. Zzzz",duduk banding upsr senang teknologi internet kut nak sumber belajar zzzzzz,0
"UPSR 2009 - 4A1B

Tak expect pun sbb banyak main 🤣 tapi masa UPSR/PMR ni je rasa bijak, masuk SPM, semua hancur 😛 https://t.co/N6gZ6SYF5i",upsr 2009 4a1b tak harap main rolling on the floor laughing masa upsr pmr sahaja rasa masuk spm hancur face with stuck out tongue,-1
"Selepas pengumuman pemansuhan UPSR, rakan-rakan aku yang bergraduasi dalam kursus pendidikan punya beban tanggungja… https://t.co/tIeQZx7rl1",pengumuman pemansuhan selepas rakan upsr rakan bergraduasi kursus pendidikan punya beban tanggungja,-1
Exam tahun 2009. Alhamdulillah dpt 5A UPSR masa tu walaupun before2 tu kalau exam selalu dalam nombor puluh2 dalam… https://t.co/c97wPI5WpM,exam tahun 2009 alhamdulillah 5a upsr masa before2 exam nombor puluh2,1
Pasal UPSR pun bising. Lawak betul,pasal upsr bising lawak betul,0
upsr dimansuhkan sepenuhnya means lepasni dah takde upsr dah so sad some of kids get motivation by exam..What the p… https://t.co/6f4hE66RcU,upsr sepenuhnya suhkan bermaksud lepasni takde upsr menyedihkan sebilangan kanak kanak mendapat motivasi peperiksaan p,0
"UPSR - 5A
UPKK - 8A( x silap lah tp straight A jugak hehe)
PMR - 8A
SPM - 4A(jadi bodoh sbb dah habis guna kuota pa… https://t.co/2IrMHubAgK",upsr 5a upkk 8a tak silap straight a jugak hehe pmr 8a spm 4a jadi bodoh guna kuota,-1
RIP UPSR https://t.co/h8JlfkKHn8,rip upsr,0
"no more istilah belajar 5 tahun for exam 5 hari
#UPSR 
#exams2021",tiada istilah belajar 5 tahun untuk peperiksaan 5 hari,0
@FarzanaAzaman @nbl_arifa @saya_cj @pedoqpop Me dlu mrsm form 1 batch 1995. Takde plak exam khas utk masuk mrsm. De… https://t.co/Crk23zixKg,me mrsm form 1 batch 1995 takde plak exam khas untuk masuk mrsm de,0
Takde kenangan UPSR sebab tak dapat basikal 🥲 https://t.co/5c7sGAWdD7,takde upsr tak kenangan basikal,0
"dulu trial 1A je mmg cikgu pun takda la target straight, tetau upsr 5A 🤓 https://t.co/9wapp8pnWe",trial 1a sahaja mmg cikgu takda target straight tetau upsr 5a nerd face,0
Aku hadap upsr psra dan aku tak stress pun hadap dua dua tu. kohkohkohkoh https://t.co/LrX8tG5HBt,hadap upsr psra tak stress hadap dua kohkohkoh,0
My sister was dying to get a switch lite if she ace in upsr but oh well https://t.co/Xw8cHIZ7BD,kakak mendapatkan switch lite berada upsr oh baiklah,0
@ieralee Damn true... I took upsr in 2008. My schedule is very very pack.. 7am-2pm school.. Then 2-4 usually kelas… https://t.co/bXQTa8UHR7,sial benar mengambil upsr tahun 2008 jadual padat 7 pagi 2 petang sekolah 2 untuk kelas,0
it seems like only 3 of us ever experienced upsr and I'm the only one who had ever went through pt3 among my siblin… https://t.co/LKBUJpAYyC,Sepertinya 3 mengalami upsr satu satunya pt3 kalangan siblin,0
Kesian geng upsr tahun ni tak merasa happy bila habis last paper tu. Pastu akhir tahun boleh bawak mainan datang se… https://t.co/qOsQLbb3Ay,kesian geng upsr tahun tak happy habis last paper pastu tahun bawak mainan datang,-1
2A3C. I ingt lg i nangis bila dapat result padahal baru upsr 😂😅 https://t.co/YAdw8LX4nR,2a3c i ingt i nangis hasil padabaru upsr face with tears of joy smiling face with open mouth cold sweat,-1
"@LadyDarlingBee betul. kalau x de upsr, nk ukur dgn apa kan.",tak de upsr nak ukur,0
3a 2b. Masa tu abah konfiden aku akan dapat 5a. So sebelum upsr dah dpt pakai hp. Hari results hp kene amik balik.… https://t.co/jubEYMgTzc,3a 2b masa abah konfiden 5a jadi upsr pakai hp hasil hari hp kene amik balik,0
4A 1B UPSR 2004 SK Taman Tasik.. B matematik 😑 aku zaman sekolah matematik memang slow sikit.. dah masuk U baru ota… https://t.co/Wn5WeDJEW1,4a 1b upsr 2004 sk taman tasik b matematik expressionless face zaman sekolah matematik slow sikit masuk u baru ota,0
Apesal under trending psal UPSR smua ckp psal stress??? Aku dlu xrsa ape2 pon😂 lgpon bila ada exam bru la ada kseda… https://t.co/I4dydrioAt,apesal under trending psal upsr smua ckp psal stress xrsa ape2 face with tears of joy lgpon ada exam bru ada kseda,0
"One more thing yang i rasa ialah bila tiada UPSR, budak-budak tak bersaing macam zaman dulu.I mean like bersaing un… https://t.co/Q0GMiHWlKR",satu perkara rasa tiada upsr budak tak budak bersaing zaman maksudkan bersaing un,0
3A2B. Menyesal jugak belajar main² untuk UPSR tapi PMR aku tebus balik. https://t.co/5XdaAwh6hj,3a2b menyesal jugak belajar main2 untuk upsr pmr tebus balik,0
we smoking that dead UPSR pack baby https://t.co/JPfNj6ygxA https://t.co/sv4F4C0Rwt,merokok bayi upsr pack mati,-1
@k_izzuddin 5 A's. Upsr je boleh bagi semua A nya. Masuk pmr dgn spm semua A sampai G aku tapau 🤣,5 a s upsr sahaja a masuk pmr spm a pergi tapau rolling on the floor laughing,0
"@k_izzuddin Trial 3C 2 D, Upsr 5A MashaAllah",trial 3c 2 d upsr 5a mashaallah,0
"UPSR dimansuhkan sepenuhnya. 
PT3 dibatalkan.
SPM? i guess KPM forget tat they have students who are going to sit f… https://t.co/diIEkqXOB3",upsr sepenuhnya suhkan pt3 spm rasa kpm lupa tat mempunyai pelajar duduk f,0
UPSR dimansuhkan. Macam mana nanti nak nilai student untuk masuk ke sekolah menengah after habis darjah 6? 😕,upsr dimansuhkan nak nak nilai pelajar masuk sekolah menengah lepas darjah 6 muka keliru,0
and I think bila tak ada upsr murid primary school akan anggap sekolah seperti biasa dan exam seperti biasa. and mu… https://t.co/46zY2ZiDHo,rasa ada upsr murid sekolah rendah anggap ujian mu,0
"Who study for UPSR? Kita have fun blaja, kita have fun exam pastu have fun amik result. Klu perform happy la x perf… https://t.co/GpvD0dIGsM",who study for upsr have fun blaja have fun exam pastu have fun amik result klu perform happy tak perf,1
