Raw,CD-Malaya,CD-RE,Polarity
Maybe dia nampak aku pandai kot so kita orang kawan baik sampai form3 pastu tengah tahun form3 baru bercinta 😂 seka… https://t.co/dIxshE1gCn,dia mungkin menampak aku pandai mungkin jadi kita baik orang sampai kawan sampai fo <money>itu tengah tahun fo <money>baru nta seka... <url>,maybe dia nampak aku pandai kot so kita orang kawan baik sampai form pastu tengah tahun form baru bercinta seka ,1
"UPSR (2006)
2A 3B 1C
S.K Bukit Damansara (S.K.B.D) https://t.co/CP8KlivjyL",<allcaps> upsr</allcaps> ( <nombor>) 2 a 3 b 1c s. okay bukit damansara (s.okay.b.di) <url>,upsr a b cs k bukit damansara s k b d ,0
"Dulu kan masa aku darjah 6, aku crush dekat bf aku dari darjah 5 tau pastu bf aku tu tanya lah dapat berapa A UPSR,… https://t.co/Mvm06FPrZJ","kan dahulu aku darjah <number>, aku hancur dekat bf aku dari darjah <number> tahu tu bf aku tu tanya lah lah dapat <allcaps> a upsr</allcaps>, ... <url>",dulu kan masa aku darjah aku crush dekat bf aku dari darjah tau pastu bf aku tu tanya lah dapat berapa a upsr ,0
"@k_izzuddin @Ahm_Zafran dulu pernah dapat top 10 student utk trial upsr kt daerah.. rasa mcm hebat dah, sekali masu… https://t.co/1sMJUBBlxJ","<user> <user dahulu> pernah dapat atas <number> pelajar untuk percubaan upsr kat daerah . <repeated> rasa hebat dah, sekali masu ... <url>", dulu pernah dapat top student utk trial upsr kt daerah rasa mcm hebat dah sekali masu ,1
ah yes why wasnt upsr abolished in 2016 https://t.co/JOopyO44tb,ah ya tidak mengapa upsr dihapuskan masuk <number> <url>,ah yes why wasnt upsr abolished in ,0
so um 07’s batches was the last gen of UPSR students meanwhile 08’s batches was the first gen that didn’t takes UPSR . 🤡,jadi um <number>'s batches adalah yang akhir gen daripada <allcaps>upsr</allcaps> students meanwhile <number>'s batches adalah yang pertama gen itu lakukan tidak takes <allcaps>upsr</allcaps>.,so um s batches was the last gen of upsr students meanwhile s batches was the first gen that didn t takes upsr ,0
"Dulu darjah 3, subject science ada soalan

“What is the purpose of this experiment?” 

Jawapan dia, aku salin balik… https://t.co/KbuCZwQ7Zb","Darjah <nombor>, subjek sains ada ""apa-apa tujuan yang merupakan soalan dari eksperimen ini ?"" dia, aku salin balik... <url>",dulu darjah subject science ada soalan what is the purpose of this experiment jawapan dia aku salin balik ,0
why wasn’t upsr abolished in,wasn't upsr abolished masuk,why wasn t upsr abolished in,0
"5A 😌
.
Skang degree ni nk skor 1A pon payah nya mcm sial. Mana hilang tah kepandaian masa upsr tu dulu https://t.co/WDab69Na2J",5 a. sokong ijazah ini nak skor 1 a pun payah macam tu malang. mana hilang tah kepandaian masa upsr itu dahulu <url>,a skang degree ni nk skor a pon payah nya mcm sial mana hilang tah kepandaian masa upsr tu dulu ,-1
Dah tetiba pulak upsr unnesecsdvevsvry test for 12 years old apo,dah tetiba pula upsr unnesecsdvevsvry ujian untuk <number> tahun apa,dah tetiba pulak upsr unnesecsdvevsvry test for years old apo,0
"5A 💅🏻💅🏻💅🏻

Aku rasa motivation masa UPSR tu sebab nak dapat duit dari PIBG je. Hahahaha

Dorang janji kalau dpt 5A,… https://t.co/GfnPEqtRwE","5 a aku rasa motivasi masa <allcaps> upsr</allcaps> sebab itu nak dapat duit dari <allcaps> pibg</allcaps> sahaja. hahaha janji dorong dapat 5 a, ... <url>",a aku rasa motivation masa upsr tu sebab nak dapat duit dari pibg je hahahahadorang janji kalau dpt a ,1
@qilmbyai @L_Faizul Rasa nya semua ada masalah pelupa tang nak ingat cemana kita study dlu time upsr hahahahaha,<user> <user> nya rasa ada semua pelupa tentang nak cemani kita belajar dahulu masa upsr hahahahaha, rasa nya semua ada masalah pelupa tang nak ingat cemana kita study dlu time upsr hahahahaha,-1
Got 5As Alhamdulillah. UPSR dalam kenangan 😭💕 https://t.co/Hz4rBZs6Xx,5 sebagai alhamdulillah . <allcaps> upsr</allcaps> dalam kenangan <url>,got as alhamdulillah upsr dalam kenangan ,1
"3A2B, padahal mase trial dapat 4A. Sebab time upsr tu kena chicken pox teruk gila and i didn't studied AT ALL ye. K… https://t.co/y9npgOc7kJ","3 a2b, padahal misi percubaan percubaan dapat 4 a. sebab masa upsr itu kena ayam ayam teruk gila dan lakukan saya tidak belajar <allcaps> pada semua</allcaps> ya. okay ... <url>",ab padahal mase trial dapat a sebab time upsr tu kena chicken pox teruk gila and i didn t studied at all ye k ,-1
"UPSR Tahun 2006

Result : 4A 1B. 
B tu English. Memang susah nak skor BI sebab tak pandai BI. https://t.co/yhX3u5TtxA",<allcaps> upsr </allcaps> tahun <number> hasilnya: 4 a 1 b. b itu inggeris. memang susah nak skor bi bukan sebab pandai bi . <url>,upsr tahun result a b b tu english memang susah nak skor bi sebab tak pandai bi ,-1
Dalam banyak exam upsr paling aku perform hahaha,banyak dalam peperiksaan paling baik aku melaksanakan hahaha,dalam banyak exam upsr paling aku perform hahaha,1
"@jeongcoozi senanya aku pun taktahu apa yang dijawab masa upsr, tahu tahu result okay 😀","<user>senanya aku pun taknya tahu apa yang dijawab upsr, tahu hasilnya okay", senanya aku pun taktahu apa yang dijawab masa upsr tahu tahu result okay ,1
Kenapa dgn upsr? 😅 https://t.co/oM03PvxQjW,kenapa dengan upsr ? <url>,kenapa dgn upsr ,0
@k_izzuddin Amik UPSR masa Malaysia jadi tuan rumah Sukan Komanwel. 3A 1B 1C,<user> ambil <allcaps> upsr</allcaps> masa malaysia jadi tuan rumah sukan komanwel. 3 a 1 b 1c, amik upsr masa malaysia jadi tuan rumah sukan komanwel a b c,0
"1A 3B 1C, C tu Matematik dan sampai sekarang tak suka mengira. Zaman UPSR banyak main je :3 https://t.co/fGcisiZyQQ","1 a 3 b 1c, c itu matematik dan sampai sekarang tidak suka mengira. zaman <allcaps> upsr</allcaps> utama utama : <nombor> <url>",a b c c tu matematik dan sampai sekarang tak suka mengira zaman upsr banyak main je ,-1
jadila dapat 4A time upsr,jadilah dapat 4 upsr masa,jadila dapat a time upsr,0
"Okay gak la babi ada UPSR. Kalau tak budak budak tu sibuk tengok tiktok, main ML, main tiktok. Ada UPSR pun dah camni. Zzz","okay juga lah khinzir ada <allcaps> upsr</allcaps>. kalau budak tidak sibuk itu tengok tikok utama, mula mula, tikok utama. ada <allcaps> upsr </allcaps> pun dah macam ni. zazizi",okay gak la babi ada upsr kalau tak budak budak tu sibuk tengok tiktok main ml main tiktok ada upsr pun dah camni zzz,0
"“kerana upsr itu sendiri ialah peperiksaan tuah.”
-Pengetua Awang, STIA, 2003- https://t.co/Pryh1t4IIa https://t.co/Rf2FKEFIxG","""kerana upsr sendiri itu peperiksaan tuah."" - pengetua awang , <allcaps>setia</allcaps>, <number> - <url> <url>", kerana upsr itu sendiri ialah peperiksaan tuah pengetua awang stia ,0
@k_izzuddin Upsr tahun 92.... 3B 1C 1D,<user> upsr tahun <number> . <repeated> 3 b 1c 1 di, upsr tahun b c d,0
"Duduk banding banding UPSR dulu senang la apa. Dengan kadar perkembangan teknologi and internet, banyak kut sumber nak belajar. Zzzz","duduk banding banding <allcaps> upsr </allcaps> dahulu senang lah lah. dengan perkembangan teknologi dan internet, mungkin banyak sumber nak belajar. zazizi <elongated>",duduk banding banding upsr dulu senang la apa dengan kadar perkembangan teknologi and internet banyak kut sumber nak belajar zzzz,0
"UPSR 2009 - 4A1B

Tak expect pun sbb banyak main 🤣 tapi masa UPSR/PMR ni je rasa bijak, masuk SPM, semua hancur 😛 https://t.co/N6gZ6SYF5i","<allcaps>upsr</allcaps> <number> - 4 a1b tidak sangka pun sangka utama masa <allcaps>upsr</allcaps> / <allcaps>pmr</allcaps> ini rasa rasa rasa rasa, masuk <allcaps>spm</allcaps>, semua hancur <url>",upsr abtak expect pun sbb banyak main tapi masa upsr pmr ni je rasa bijak masuk spm semua hancur ,-1
"Selepas pengumuman pemansuhan UPSR, rakan-rakan aku yang bergraduasi dalam kursus pendidikan punya beban tanggungja… https://t.co/tIeQZx7rl1","pengumuman pemansuhan selepas <allcaps>upsr</allcaps>, rakan-rakan aku yang bergraduasi dalam kursus beban pendidikan tanggungja... <url>",selepas pengumuman pemansuhan upsr rakan rakan aku yang bergraduasi dalam kursus pendidikan punya beban tanggungja ,-1
Exam tahun 2009. Alhamdulillah dpt 5A UPSR masa tu walaupun before2 tu kalau exam selalu dalam nombor puluh2 dalam… https://t.co/c97wPI5WpM,tahun <number>. alhamdulillah dapat 5 a <allcaps> upsr</allcaps> masa itu walaupun before2 itu kalau peperiksaan selalu dalam nombor puluh2 ... <url>,exam tahun alhamdulillah dpt a upsr masa tu walaupun before tu kalau exam selalu dalam nombor puluh dalam ,1
Pasal UPSR pun bising. Lawak betul,pasal <allcaps> upsr </allcaps> pun bising. lawak betul,pasal upsr pun bising lawak betul,0
upsr dimansuhkan sepenuhnya means lepasni dah takde upsr dah so sad some of kids get motivation by exam..What the p… https://t.co/6f4hE66RcU,upsr sepenuhnya suhkan bermaksud lepas ini dah tak ada upsr dah jadi sedih jadi sesetengah kanak-dapatkan motivasi dengan peperiksaan. <repeated apa> yang pergi ... <url>,upsr dimansuhkan sepenuhnya means lepasni dah takde upsr dah so sad some of kids get motivation by exam what the p ,0
"UPSR - 5A
UPKK - 8A( x silap lah tp straight A jugak hehe)
PMR - 8A
SPM - 4A(jadi bodoh sbb dah habis guna kuota pa… https://t.co/2IrMHubAgK",<allcaps>upsr</allcaps> - 5 a <allcaps>upkk</allcaps> - 8 a (tak silap lah lurtapi us a juga hehe) <allcaps>pmr</allcaps> - 8 a <allcaps>spm</allcaps> - 4 a (jadi bodoh dah guna kuota pa... <url>,upsr aupkk a x silap lah tp straight a jugak hehe pmr aspm a jadi bodoh sbb dah habis guna kuota pa ,-1
RIP UPSR https://t.co/h8JlfkKHn8,<allcaps> rip upsr</allcaps> <url>,rip upsr ,0
"no more istilah belajar 5 tahun for exam 5 hari
#UPSR 
#exams2021",tidak lebih lagi istilah istilah belajar <number> tahun untuk <number> hari <hashtag> upsr</hashtag> <hashtag> exams2021</hashtag>,no more istilah belajar tahun for exam hari ,0
@FarzanaAzaman @nbl_arifa @saya_cj @pedoqpop Me dlu mrsm form 1 batch 1995. Takde plak exam khas utk masuk mrsm. De… https://t.co/Crk23zixKg,<user> <user> <user> <user> dahulu saya mrsm fo <money> kumpulan <number>. tak ada pula peperiksaan khas untuk masuk mrsm. ada ... <url>, me dlu mrsm form batch takde plak exam khas utk masuk mrsm de ,0
Takde kenangan UPSR sebab tak dapat basikal 🥲 https://t.co/5c7sGAWdD7,tak ada ada <allcaps>upsr kenangan</allcaps> tak dapat sebab <url>,takde kenangan upsr sebab tak dapat basikal ,0
"dulu trial 1A je mmg cikgu pun takda la target straight, tetau upsr 5A 🤓 https://t.co/9wapp8pnWe","percubaan 1 a memang cikgu dahulu pun tiada lah lah sasaran lurus, tetamu upsr 5 a <url>",dulu trial a je mmg cikgu pun takda la target straight tetau upsr a ,0
Aku hadap upsr psra dan aku tak stress pun hadap dua dua tu. kohkohkohkoh https://t.co/LrX8tG5HBt,aku hadap upsr pasir dan aku tidak tres pun hadap dua itu. kohkohkoh <url>,aku hadap upsr psra dan aku tak stress pun hadap dua dua tu kohkohkohkoh ,0
My sister was dying to get a switch lite if she ace in upsr but oh well https://t.co/Xw8cHIZ7BD,kakak saya mati ke dapatkan suis lite jika dia masuk upsr oh maklumlah <url>,my sister was dying to get a switch lite if she ace in upsr but oh well ,0
@ieralee Damn true... I took upsr in 2008. My schedule is very very pack.. 7am-2pm school.. Then 2-4 usually kelas… https://t.co/bXQTa8UHR7,<user> sialan benar. <repeated> saya upsr masuk <number>. jadual saya adalah sangat pek. <repeated> <time> - <time> sekolah . <repeated> kemudian <number> - <number> biasanya kelas ... <url>, damn true i took upsr in my schedule is very very pack am pm school then usually kelas ,0
it seems like only 3 of us ever experienced upsr and I'm the only one who had ever went through pt3 among my siblin… https://t.co/LKBUJpAYyC,ia seemas sahaja <number> daripada kami pernah laman upsr dan saya yang pernah pergi yang telah pergi pt <time> ong saya siblin ... <url>,it seems like only of us ever experienced upsr and i m the only one who had ever went through pt among my siblin ,0
Kesian geng upsr tahun ni tak merasa happy bila habis last paper tu. Pastu akhir tahun boleh bawak mainan datang se… https://t.co/qOsQLbb3Ay,kesian geng upsr tahun ini tidak gembira bila habis kertas akhir itu. lepas itu boleh bawa mainan datang se ... <url>,kesian geng upsr tahun ni tak merasa happy bila habis last paper tu pastu akhir tahun boleh bawak mainan datang se ,-1
2A3C. I ingt lg i nangis bila dapat result padahal baru upsr 😂😅 https://t.co/YAdw8LX4nR,2 a3c. ingat saya lagi bila menangis dapat hasil padahal baru upsr <url>,ac i ingt lg i nangis bila dapat result padahal baru upsr ,-1
"@LadyDarlingBee betul. kalau x de upsr, nk ukur dgn apa kan.","<user>betul. kalau tak ada upsr, nak ukur dengan apa kan.", betul kalau x de upsr nk ukur dgn apa kan ,0
3a 2b. Masa tu abah konfiden aku akan dapat 5a. So sebelum upsr dah dpt pakai hp. Hari results hp kene amik balik.… https://t.co/jubEYMgTzc,3 a 2 b. masa itu abah konfiden aku akan dapat 5 a. sebelum upsr dah dapat pakai hp. hasil hp balik kena ambil . ... <url>,a b masa tu abah konfiden aku akan dapat a so sebelum upsr dah dpt pakai hp hari results hp kene amik balik ,0
4A 1B UPSR 2004 SK Taman Tasik.. B matematik 😑 aku zaman sekolah matematik memang slow sikit.. dah masuk U baru ota… https://t.co/Wn5WeDJEW1,4 a 1 b <allcaps> upsr</allcaps> <number> sk taman tasik . <repeated> b matematik zaman sekolah lambat sikit . <repeated> dah memang masuk u nota baru ... <url>,a b upsr sk taman tasik b matematik aku zaman sekolah matematik memang slow sikit dah masuk u baru ota ,0
Apesal under trending psal UPSR smua ckp psal stress??? Aku dlu xrsa ape2 pon😂 lgpon bila ada exam bru la ada kseda… https://t.co/I4dydrioAt,apesal under trending fosil <allcaps> upsr</allcaps> semua fosil tres ? <repeated> dahulu xrsa ape2 pun lgpon ada peperiksaan baru lah ada seda... <url>,apesal under trending psal upsr smua ckp psal stress aku dlu xrsa ape pon lgpon bila ada exam bru la ada kseda ,0
"One more thing yang i rasa ialah bila tiada UPSR, budak-budak tak bersaing macam zaman dulu.I mean like bersaing un… https://t.co/Q0GMiHWlKR","satu lagi benda benda yang saya rasa bila tiada <allcaps> upsr</allcaps>, tak-macam budak bersaing zaman dahulu. maksud saya bersaing seperti tidak ... <url>",one more thing yang i rasa ialah bila tiada upsr budak budak tak bersaing macam zaman dulu i mean like bersaing un ,0
3A2B. Menyesal jugak belajar main² untuk UPSR tapi PMR aku tebus balik. https://t.co/5XdaAwh6hj,3 a2b. juga menyesal belajar main2 untuk <allcaps> upsr</allcaps> tetapi <allcaps> pmr aku </allcaps> tebus tebus balik . <url>balik,ab menyesal jugak belajar main² untuk upsr tapi pmr aku tebus balik ,0
we smoking that dead UPSR pack baby https://t.co/JPfNj6ygxA https://t.co/sv4F4C0Rwt,kami merokok itu mati <allcaps> upsr</allcaps> pek bayi <url> <url>,we smoking that dead upsr pack baby ,-1
@k_izzuddin 5 A's. Upsr je boleh bagi semua A nya. Masuk pmr dgn spm semua A sampai G aku tapau 🤣,<user> <number> a's. upsr boleh untuk semua itu. masuk pmr dengan spm dengan semua pergi sampai aku tapi tapi sampai, a s upsr je boleh bagi semua a nya masuk pmr dgn spm semua a sampai g aku tapau ,0
