Raw,CD-Malaya,CD-RE,Polarity
"Gugurnya 53 pelaut adalah tragedi bagi kita semua, namun tentunya kita berharap masih ada yang bisa selamat walau k… https://t.co/9a8PTwlJYC","['gugurnya <number> pelaut adalah tragedi bagi semua, tentunya kita berharap masih ada yang selamat walau okay ... <url>']",gugurnya pelaut adalah tragedi bagi kita semua namun tentunya kita berharap masih ada yang bisa selamat walau k ,0
"Now, they're watching us from up there . . .

Turut berduka cita yang sedalam-dalamnya kepada seluruh keluarga yang… https://t.co/txA4Hs6v2k","['sekarang, mereka menonton kami dari naik ke sana. . turut berduka yang sedalam-dalamnya kepada seluruh keluarga yang ... <url>']",now they re watching us from up there turut berduka cita yang sedalam dalamnya kepada seluruh keluarga yang ,1
"Penyebab Lain Tenggelamnya KRI Nanggala-402

Baca selengkapnya disini
https://t.co/VgwVUQzAgS

#News #Tenggelam #KapalSelam #KRINanggala402",['penyebab lain tenggelamnya <allcaps>kiri</allcaps> nunggal - <number>baca selengkapnya disini <url> <hashtag>berita</hashtag> <hashtag>tenggelam</hashtag> <hashtag>kapalselam</hashtag> <hashtag>krinanggala402</hashtag>'],penyebab lain tenggelamnya kri nanggala baca selengkapnya disini ,0
"DPC PDI Perjuangan Garut Bantu Korban Kebakaran di Kecamatan Limbangan dan Bungbulang

#PDIPerjuangan… https://t.co/5EfiqLl617",['<allcaps>dipacu pada </allcaps> perjuangan perjuangan garut bantu korban di kebakaran limbangan dan bungbulang <hashtag>diperjuangan</hashtag>... <url>'],dpc pdi perjuangan garut bantu korban kebakaran di kecamatan limbangan dan bungbulang ,-1
"Ya, buat penutup, ane dan emak juga masih berdoa sampai sekarang. Semoga para prajurit diberikan tempat terbaik di… https://t.co/Zd6d1YlpAE","['ya, buat penutup, aneh dan emak masih lagi berdoa. semoga para perajurit tempat terbaik di ... <url>']",ya buat penutup ane dan emak juga masih berdoa sampai sekarang semoga para prajurit diberikan tempat terbaik di ,1
"https://t.co/NYu8KctFQd
#Pekanbaru #Malaysia #JawaTimur #Indonesia #KRINanggala402",['<url> <hashtag>pekanbaru</hashtag> <hashtag>malaysia</hashtag> <hashtag>jawatimur</hashtag> <hashtag>indonesia</hashtag> <hashtag>krinanggala402</hashtag>'],,0
"Poignant words of fallen crew members, families, of #Indonesia's  #KRINanggala402 submarine:
* Petty officer Setyo… https://t.co/5HKt7mm6H7","[""poignant words daripada jatuh krew memberas, families, daripada <hashtag>indonesia</hashtag>'s <hashtag>krinanggala402 kapal</hashtag> selam kecil : * officer setayar... <url>""]",poignant words of fallen crew members families of submarine petty officer setyo ,1
"PDI Perjuangan Kabupaten Bandung Barat 
Memperingati Malam Nuzulul Qur'an
Malam turunnya ayat Al-Qur’an adalah mala… https://t.co/SW7mB31dla","[""<allcaps>pada</allcaps> perjuangan kabupaten bandung barat memperingati malam nuzulul qur' malam turunnya ayat al-qur' an mala...<url>""]",pdi perjuangan kabupaten bandung barat memperingati malam nuzulul qur anmalam turunnya ayat al qur an adalah mala ,1
"HEBOH Ustadz Abdul Somad dan Pengurus Masjid Jogokariyan Galang Dana Beli Kapal Selam, Harganya?… https://t.co/jbFufmAS9r","['<allcaps>heboh</allcaps> ustaz abdul somad pengurus dan masjid jogokariyan galang dana beli selam, kapal harganya... <url>']",heboh ustadz abdul somad dan pengurus masjid jogokariyan galang dana beli kapal selam harganya ,
"Viral  Penampakan Awan Bali Mirip KRI Nanggala-402, Warganet: Sudah Ada di Keabadian! 
#Viral #viralindonesia… https://t.co/TwqQdk552x","['tular pentampakan awan bali mirip <allcaps>kiri</allcaps> nunggal - <number>, warganet: sudah ada di keabadian ! <hashtag>tular</hashtag> <hashtag>viralindonesia</hashtag> ... <url>']",viral penampakan awan bali mirip kri nanggala warganet sudah ada di keabadian ,1
"Begini Kronologi dan Ilustrasi Tenggelamnya KRI Nanggala-402

#KRINanggala402  https://t.co/8vPICP8f8C",['begini kronologi dan ilustrasi tenggelamnya <allcaps>kiri</allcaps> nunggal - <number> <hashtag>krinanggala402</hashtag> <url>'],begini kronologi dan ilustrasi tenggelamnya kri nanggala ,0
"telah gugur, kita doakan mereka husnul khotimah. Namun tetap harus menjaga akidah kita agar tetap lurus.

Barakalla… https://t.co/h2sILoRZgR","['telah gugur, dokita akan husnul khotimah. tetap harus menjaga akidah kita agar tetap lurus. barakalla ... <url>']",telah gugur kita doakan mereka husnul khotimah namun tetap harus menjaga akidah kita agar tetap lurus barakalla ,1
"READY STOCK ON SHOPEE,TOKOPEDIA AND BUKALAPAK!!!!!

Klik link di bio ya😉
•
•
#sweeter #sweter #swetercowok… https://t.co/RJiHWtylDn","['<allcaps> stok siap pada shopee</allcaps>, <allcaps> tokopedia dan bukalapak</allcaps> ! <repeated>klik pautan di bio ya* <hashtag>sweeter</hashtag> <hashtag>seter</hashtag> <hashtag>swetercowok</hashtag> ... <url>']",,0
"READY STOCK ON SHOPEE,TOKOPEDIA AND BUKALAPAK!!!!!

Klik link di bio ya😉
•
•
#sweeter #sweter #swetercowok… https://t.co/3TSGft2OHC","['<allcaps> stok siap pada shopee</allcaps>, <allcaps> tokopedia dan bukalapak</allcaps> ! <repeated>klik pautan di bio ya* <hashtag>sweeter</hashtag> <hashtag>seter</hashtag> <hashtag>swetercowok</hashtag> ... <url>']",,0
"READY STOCK ON SHOPEE,TOKOPEDIA AND BUKALAPAK!!!!!

Klik link di bio ya😉
•
•
#sweeter #sweter #swetercowok… https://t.co/suaIJKgMnt","['<allcaps> stok siap pada shopee</allcaps>, <allcaps> tokopedia dan bukalapak</allcaps> ! <repeated>klik pautan di bio ya* <hashtag>sweeter</hashtag> <hashtag>seter</hashtag> <hashtag>swetercowok</hashtag> ... <url>']",,0
"READY STOCK ON SHOPEE,TOKOPEDIA AND BUKALAPAK!!!!!

Klik link di bio ya😉
•
•
#sweeter #sweter #swetercowok… https://t.co/uCZlESTnE1","['<allcaps> stok siap pada shopee</allcaps>, <allcaps> tokopedia dan bukalapak</allcaps> ! <repeated>klik pautan di bio ya* <hashtag>sweeter</hashtag> <hashtag>seter</hashtag> <hashtag>swetercowok</hashtag> ... <url>']",,0
"READY STOCK ON SHOPEE,TOKOPEDIA AND BUKALAPAK!!!!!

Klik link di bio ya😉
•
•
#sweeter #sweter #swetercowok… https://t.co/1YJvJJBxqq","['<allcaps> stok siap pada shopee</allcaps>, <allcaps> tokopedia dan bukalapak</allcaps> ! <repeated>klik pautan di bio ya* <hashtag>sweeter</hashtag> <hashtag>seter</hashtag> <hashtag>swetercowok</hashtag> ... <url>']",,0
"READY STOCK ON SHOPEE,TOKOPEDIA AND BUKALAPAK!!!!!

Klik link di bio ya😉
•
•
#sweeter #sweter #swetercowok… https://t.co/phAB96j5Pe","['<allcaps> stok siap pada shopee</allcaps>, <allcaps> tokopedia dan bukalapak</allcaps> ! <repeated>klik pautan di bio ya* <hashtag>sweeter</hashtag> <hashtag>seter</hashtag> <hashtag>swetercowok</hashtag> ... <url>']",,0
"READY STOCK ON SHOPEE,TOKOPEDIA AND BUKALAPAK!!!!!

Klik link di bio ya😉
•
•
#sweeter #sweter #swetercowok… https://t.co/f5Bqo0339i","['<allcaps> stok siap pada shopee</allcaps>, <allcaps> tokopedia dan bukalapak</allcaps> ! <repeated>klik pautan di bio ya* <hashtag>sweeter</hashtag> <hashtag>seter</hashtag> <hashtag>swetercowok</hashtag> ... <url>']",,0
"READY STOCK ON SHOPEE,TOKOPEDIA AND BUKALAPAK!!!!!

Klik link di bio ya😉
•
•
#sweeter #sweter #swetercowok… https://t.co/YflDUFGJu5","['<allcaps> stok siap pada shopee</allcaps>, <allcaps> tokopedia dan bukalapak</allcaps> ! <repeated>klik pautan di bio ya* <hashtag>sweeter</hashtag> <hashtag>seter</hashtag> <hashtag>swetercowok</hashtag> ... <url>']",,0
"READY STOCK ON SHOPEE,TOKOPEDIA AND BUKALAPAK!!!!!

Klik link di bio ya😉
•
•
#sweeter #sweter #swetercowok… https://t.co/S5iTzeIqai","['<allcaps> stok siap pada shopee</allcaps>, <allcaps> tokopedia dan bukalapak</allcaps> ! <repeated>klik pautan di bio ya* <hashtag>sweeter</hashtag> <hashtag>seter</hashtag> <hashtag>swetercowok</hashtag> ... <url>']",,0
"READY STOCK ON SHOPEE,TOKOPEDIA AND BUKALAPAK!!!!!

Klik link di bio ya😉
•
•
#sweeter #sweter #swetercowok… https://t.co/pok4yzgsF1","['<allcaps> stok siap pada shopee</allcaps>, <allcaps> tokopedia dan bukalapak</allcaps> ! <repeated>klik pautan di bio ya* <hashtag>sweeter</hashtag> <hashtag>seter</hashtag> <hashtag>swetercowok</hashtag> ... <url>']",,0
"READY STOCK ON SHOPEE,TOKOPEDIA AND BUKALAPAK!!!!!

Klik link di bio ya😉
•
•
#sweeter #sweter #swetercowok… https://t.co/exwldWfj0t","['<allcaps> stok siap pada shopee</allcaps>, <allcaps> tokopedia dan bukalapak</allcaps> ! <repeated>klik pautan di bio ya* <hashtag>sweeter</hashtag> <hashtag>seter</hashtag> <hashtag>swetercowok</hashtag> ... <url>']",,0
"READY STOCK ON SHOPEE,TOKOPEDIA AND BUKALAPAK!!!!!

Klik link di bio ya😉
•
•
#sweeter #sweter #swetercowok… https://t.co/Ls7EmpPU0Q","['<allcaps> stok siap pada shopee</allcaps>, <allcaps> tokopedia dan bukalapak</allcaps> ! <repeated>klik pautan di bio ya* <hashtag>sweeter</hashtag> <hashtag>seter</hashtag> <hashtag>swetercowok</hashtag> ... <url>']",,0
"READY STOCK ON SHOPEE,TOKOPEDIA AND BUKALAPAK!!!!!

Klik link di bio ya😉
•
•
#sweeter #sweter #swetercowok… https://t.co/uNz4uNcyKl","['<allcaps> stok siap pada shopee</allcaps>, <allcaps> tokopedia dan bukalapak</allcaps> ! <repeated>klik pautan di bio ya* <hashtag>sweeter</hashtag> <hashtag>seter</hashtag> <hashtag>swetercowok</hashtag> ... <url>']",,0
"READY STOCK ON SHOPEE,TOKOPEDIA AND BUKALAPAK!!!!!

Klik link di bio ya😉
•
•
#sweeter #sweter #swetercowok… https://t.co/dOA5bqBhy5","['<allcaps> stok siap pada shopee</allcaps>, <allcaps> tokopedia dan bukalapak</allcaps> ! <repeated>klik pautan di bio ya* <hashtag>sweeter</hashtag> <hashtag>seter</hashtag> <hashtag>swetercowok</hashtag> ... <url>']",,0
"READY STOCK ON SHOPEE,TOKOPEDIA AND BUKALAPAK!!!!!

Klik link di bio ya😉
•
•
#sweeter #sweter #swetercowok… https://t.co/afTBz4ovC4","['<allcaps> stok siap pada shopee</allcaps>, <allcaps> tokopedia dan bukalapak</allcaps> ! <repeated>klik pautan di bio ya* <hashtag>sweeter</hashtag> <hashtag>seter</hashtag> <hashtag>swetercowok</hashtag> ... <url>']",,0
"Siapa yg taruh bawang disini :'), Alfatihah buat prajurit kita 🙏😢
#KRINanggala402 #KRINaggala402 https://t.co/1xxFVxfnpn","['siapa yang taruh bawang disini <happy>, alfatihah buat perajurit kita <hashtag>krinanggala402</hashtag> <hashtag>krinaggala402</hashtag> <url>']",siapa yg taruh bawang disini alfatihah buat prajurit kita ,1
"""Kalau suami kamu sedang bertugas di Kapal Selam anggap saja suami mu ini sudah mati. Berdoa saja semoga suami mu i… https://t.co/JYsKSKZyOT","['""Jika suami kamu sedang bertugas di kapal selam anggap suami sudah mati awak. semoga awak suami saya ... <url>']", kalau suami kamu sedang bertugas di kapal selam anggap saja suami mu ini sudah mati berdoa saja semoga suami mu i ,1
Our deepest condolences to whole Indonesian Nation and the family and friends of 53 submariners who remain on… https://t.co/QB3nyXlhCw,['kami mengucapkan takziah kepada seluruh bangsa indonesia dan yang keluarga dan rakan-rakan dari <number> kapal selam yang kekal pada ... <url>'],our deepest condolences to whole indonesian nation and the family and friends of submariners who remain on ,1
KRI Nanggala-402 hilang kontak di perairan utara Bali pada Rabu (21/4) saat kapal selam tersebut sedang latihan pen… https://t.co/sx2sIKdjCJ,['<allcaps>kiri</allcaps> nunggal - <number>hilang kontrak di perairan utara bali pada rabu ( <number> / <number>) saat kapal selam sedang tidur pen... <url>'],kri nanggala hilang kontak di perairan utara bali pada rabu saat kapal selam tersebut sedang latihan pen ,-1
"Beberapa Orang Komentar Tak Pantas soal Insiden Kapal Selam Nanggala-402, Siapa Saja yang Terciduk?
#KRINaggala402… https://t.co/upDgHtp2dE","['orang komentar tidak pantas mengenai insiden kapal selam nunggal - <nombor>, siapa yang terciduk ? <hashtag>krinaggala402</hashtag> ... <url>']",beberapa orang komentar tak pantas soal insiden kapal selam nanggala siapa saja yang terciduk ,0
"Pemerintah Kota Denpasar ikut berbela sungkawa, Turut berduka cita dan penghargaan yg setinggi tingginya atas gugur… https://t.co/x9aNk37nwC","['pemerintah kota denpasar berbela sungkawa, berduturut ka dan penghargaan yang setinggi tingginya atas gugur... <url>']",pemerintah kota denpasar ikut berbela sungkawa turut berduka cita dan penghargaan yg setinggi tingginya atas gugur ,-1
TRENDINGIN JANGAN? #HUKUMMATI #hukummatikoruptor #babi #KRINanggala402 https://t.co/RdLy5OlOh9,['<allcaps>trendingin jangan</allcaps> ? <hashtag>hukummati</hashtag> <hashtag>hukummatikoruptor</hashtag> <hashtag>khinzir</hashtag> <hashtag>krinanggala402</hashtag> <url>'],trendingin jangan ,0
"Selamat Jalan Komandan, kami selalu kenang kebaikan, tutur kata lembut dan cerita2 mu kala itu di Ranai. See u koma… https://t.co/292xuGS7kj","['selamat jalan komandan, kami selalu kenang kebaikan, tutur kata lembut dan cerita2 awak kala itu di ranai. siah u koma ... <url>']",selamat jalan komandan kami selalu kenang kebaikan tutur kata lembut dan cerita mu kala itu di ranai see u koma ,0
"[Hoaks atau Fakta]: Tenggelamnya KRI Nanggala-402 akibat ditembak rudal kapal selam Prancis.

#merahputihcom #hoaks… https://t.co/JFBViijOVf",['[ oaks atau fakta ] : tenggelamnya <allcaps> kiri </allcaps> nunggal - <number> ditembak rudal kapal selam perancis . <hashtag> merahputihcom</hashtag> <hashtag> oaks</hashtag> ... <url>'], hoaks atau fakta tenggelamnya kri nanggala akibat ditembak rudal kapal selam prancis ,-1
Awan di atas langit Bali mirip dengan kapal selam dan bikin netizen langsung teringat insiden tenggelamnya KRI Nang… https://t.co/pi6L01Gilu,['awan di atas langit bali dengan kapal selam dan bikin netizen langsung teringat tenggelamnya <allcaps> kiri </allcaps> neng ... <url>'],awan di atas langit bali mirip dengan kapal selam dan bikin netizen langsung teringat insiden tenggelamnya kri nang ,1
"Gelombang bawah air laut mungkin punca kapal selam milik Indonesia, #KRINanggala402 tenggelam.

Pergerakan gelomban… https://t.co/OIHRc99ZSV","['gelombang udara mungkin punca laut kapal selam indonesia, <hashtag>krinanggala402</hashtag> tenggelam. gelombang... <url>']",gelombang bawah air laut mungkin punca kapal selam milik indonesia tenggelam pergerakan gelomban ,-1
"Apakah #SahabatDikbud tahu nama senjata lainnya yang ada dalam dunia pewayangan? Yuk, berbagi pengetahuan!… https://t.co/eKm3hmKiA1","[' <hashtag>sahabatdikbud</hashtag tahu> nama senjata lainnya yang ada di dunia pewayangan ? yuk, gi pengetahuan !... <url>']",apakah tahu nama senjata lainnya yang ada dalam dunia pewayangan yuk berbagi pengetahuan ,0
Tahukah #SahabatDikbud? Lima nama kapal selam @_TNIAL_ berasal dari nama senjata dalam dunia pewayangan. Mari simak… https://t.co/GLn9jHSCGP,['tahukah <hashtag> sahabatdikbud </hashtag> ? lima nama selam kapal <user> berasal dari nama senjata dalam dunia pewayangan. mari siak ... <url>'],tahukah lima nama kapal selam berasal dari nama senjata dalam dunia pewayangan mari simak ,0
"SHOLAT GAIB UNTUK PRAJURIT NANGGALA 402
&gt;&gt;&gt;
https://t.co/nC6siiCs7X
.
.
#sholatgaib #korban #krinanggala402 #unusa… https://t.co/kbVk949cHt",['<allcaps> solat ghaib untuk perajurit nunggal</allcaps> <number>>>> <url>. <hashtag> sholatgaib </hashtag> <hashtag> korban</hashtag> <hashtag> krinanggala402</hashtag> <hashtag> nusa</hashtag> ... <url>'],sholat gaib untuk prajurit nanggala gt gt gt ,1
"Daripada Koruptor bebas berkeliaran...
—
Akan sangat Baik disikat habis Uangnya untuk mengganti hasil Korupnya...… https://t.co/iVU87CtLNs",['daripada koruptor bebas berkeliaran . <ulangan> -- akan sangat baik disikat ruangnya untuk mengganti hasil korupnya<ulangan> ... <url>'],daripada koruptor bebas berkeliaran akan sangat baik disikat habis uangnya untuk mengganti hasil korupnya ,0
"TB Hasanuddin Minta KSAL Tanggung Jawab soal KRI Nanggala-402 Tenggelam

Selengkapnya: https://t.co/jtm36MrqNN… https://t.co/fdGUPZJzuy",['tiba hasanuddin meminta <allcaps>kesal</allcaps> tanggung jawab soal <allcaps>'],tb hasanuddin minta ksal tanggung jawab soal kri nanggala tenggelamselengkapnya ,0
"A small Tribute to the 53 Brave souls of KRI Nanggala 402 (Submarine curved on Pencil Lead)
#KRINanggala402… https://t.co/q14T3adUU8",['a kecil penghormatan kepada yang <number> berani sous daripada <allcaps>kiri</allcaps> nunggal <number> (selam melengkung kapal pada pensila memimpin ) <hashtag>krinanggala402</hashtag> ... <url>'],a small tribute to the brave souls of kri nanggala submarine curved on pencil lead ,1
Ketika Kapal Perang Turki Kirimkan Bendera signal Pray For KRI Nanggala ke Kapal Perang Indonesia… https://t.co/fyuEIoJbo7,['kapal turki perang kirimkan bendera isyarat berdoa untuk <allcaps>kiri</allcaps> nunggal kapal ke indonesia ... <url>'],ketika kapal perang turki kirimkan bendera signal pray for kri nanggala ke kapal perang indonesia ,1
#PrayForKRINaggala402 #Nanggala402 #KRINanggala402 #Prayfornanggala402 #prayforindonesia #viralindonesia,['<hashtag>prayforkrinaggala402</hashtag> <hashtag>nunggal402</hashtag> <hashtag>krinanggala402</hashtag> <hashtag>prayfornanggala402</hashtag> <hashtag>prayforindonesia</hashtag> <hashtag>viralindonesia</hashtag>'],,0
Proses investigasi untuk mencari penyebab tenggelamnya kapal selam KRI Nanggala-402 hingga kini masih terus berlang… https://t.co/EYkH33ZnaZ,['proses investigasi untuk mencari penyebab tenggelakapal selam <allcaps>kiri</allcaps> nunggal - <number> hingga kini masih berlang... <url>'],proses investigasi untuk mencari penyebab tenggelamnya kapal selam kri nanggala hingga kini masih terus berlangsung,0
"Tiga Pesan UAS Soal Rakyat Galang Donasi Beli Kapal Selam, UAS Juga Ingatkan Asal TNI dari Rakyat… https://t.co/KSVzShKUqg","['tiga pesan <allcaps>luas</allcaps> soal rakyat soal galang donasi beli kapal selam, <allcaps>juga</allcaps> ingatkan asal <allcaps>tni</allcaps> dari rakyat dari ... <url>']",tiga pesan uas soal rakyat galang donasi beli kapal selam uas juga ingatkan asal tni dari rakyat ,0
"Kepolisian Daerah (Polda) Gorontalo menunjukkan empati atas gugurnya 53 personel kapal selam KRI Nanggala-402, deng… https://t.co/k9TadZ0icz","['kepolisian daerah (pola) gorontalo empati atas gugurnya <number> personel kapal selam <allcaps>kiri</allcaps> nunggal - <number>, daeng ... <url>']",kepolisian daerah polda gorontalo menunjukkan empati atas gugurnya personel kapal selam kri nanggala deng ,1
"Video Awan Mirip Kapal Selam KRI Nanggala-402 di Langit Bali Viral di Medsos, Ini Pengakuan Perekam… https://t.co/oAVJtBQaa4","['video awan mirip kapal selam <allcaps>kiri</allcaps> nunggal - <number> di langit bali tular di medsos, pengakuan ini pereka... <url>']",video awan mirip kapal selam kri nanggala di langit bali viral di medsos ini pengakuan perekam ,1
"Berita terupdate tentang KRI NANGGALA hari ini 
https://t.co/SJROV7pCpv

#earthquake #BeritaIN #berita… https://t.co/uNaMaRgVXx",['berita terupdate tentang <allcaps> kiri nunggal</allcaps> hari ini <url> <hashtag> gempa bumi</hashtag> <hashtag>beriain</hashtag> <hashtag>berita</hashtag>... <url>'],berita terupdate tentang kri nanggala hari ini ,0
"In pictures: 
#Indonesian throw flowers and petals with names of the sunken #KRINanggala402  #submarine crew member… https://t.co/ijbXNb8DwB",['masuk pictures : <hashtag>indonesian</hashtag> buang flowers dan petulis dengan names daripada yang sunken <hashtag>krinanggala402</hashtag> <hashtag>kapal selam</hashtag> krew ahli ... <url>'],in pictures throw flowers and petals with names of the sunken crew member ,1
Eternal Patrol 🙏🏻🇮🇩  #prayfornanggala #tiktoktrans7 #krinanggala402 #ksatria #indonesia https://t.co/snvHzlvjq4,['kekal rondaan <hashtag>prayfornanggala</hashtag> <hashtag>tiktoktrans7</hashtag> <hashtag>krinanggala402</hashtag> <hashtag>kesateria</hashtag> <hashtag>indonesia</hashtag> <url>'],eternal patrol ,1
KRI Nanggala 402 https://t.co/QCpRfiz5Mv #KRINanggala402 https://t.co/jSL2BwX6Pe,['<allcaps>kiri</allcaps> nunggal <number> <url> <hashtag>krinanggala402</hashtag> <url>'],kri nanggala ,0
"Keliru, KRI Nanggala 402 Tenggelam karena Ranjau Bawah Laut Militer Cina #KRINanggala402 #KRINanggala https://t.co/mUIa2fTZ8w","['keliru, <allcaps> kerana ranjau bawah laut cina <hashtag>krinanggala402</hashtag>']",keliru kri nanggala tenggelam karena ranjau bawah laut militer cina ,0
"Video yang memperlihatkan penampakan awan yang menyerupai kapal selam viral di media sosial, Instagram… https://t.co/6j01KWa4vd","['video yang memperlihatkan pentampakan awan akan menyerupai kapal selam tular di media sosial, instagram ... <url>']",video yang memperlihatkan penampakan awan yang menyerupai kapal selam viral di media sosial instagram ,1
#Terpopuler Indonesia secara resmi memiliki kapal selam pada 1959 silam. Saat itu siapakah yang ditunjuk menjadi ko… https://t.co/ohfRsAyWVk,['<hashtag>terpopuler</hashtag> indonesia secara rasmi memiliki kapal selam pada <number> silam. saat itu siapakah yang ditunjuk menjadi kamu ... <url>'], indonesia secara resmi memiliki kapal selam pada silam saat itu siapakah yang ditunjuk menjadi ko ,0
"Setelah menyelam 40 tahun, KRI Nanggala-402 kini berstatus On Eternal Patrol atau patroli abadi di perairan Bali. K… https://t.co/a59KHGwtUt","['setelah la <number> tahun, <allcaps> kiri</allcaps> nunggal - <number> kini berstatus kekal pada rondaan atau patroli abadi di bali. okay ... <url>']",setelah menyelam tahun kri nanggala kini berstatus on eternal patrol atau patroli abadi di perairan bali k ,1
"Saat ini, yang bisa kita lakukan hanya memberikan doa terbaik dan mendukung penuh semua usaha TNI AL dalam usaha pe… https://t.co/H1wBdehfkO","['saat ini, yang dapat kita lakukan hanya memberikan doa dan menyokong semua <allcaps> tni al</allcaps> terbaik dalam usaha pe ... <url>']",saat ini yang bisa kita lakukan hanya memberikan doa terbaik dan mendukung penuh semua usaha tni al dalam usaha pe ,1
"@_TNIAL_ Semoga ada mukjizat para kru KRI NANGGALA 402 dapat ditemukan dalam keadaan selamat, #KRINaggala402 #KRINanggala402","['<user>semoga ada mukjizat para kru <allcaps>kiri nunggal</allcaps> <number> dapat ditemukan dalam keadaan selamat, <hashtag>krinaggala402</hashtag> <hashtag>krinanggala402</hashtag>']", semoga ada mukjizat para kru kri nanggala dapat ditemukan dalam keadaan selamat ,1
"https://t.co/beNQ82hFUo

KAOS FREE FIRE FF UNISEX PRIA WANITA

Ready di Shopee, Tokopedia,dan Bukalapak kak,klik li… https://t.co/05UwWKylou","['<url> <allcaps> kios percuma api fifa unisex wanita lelaki</allcaps> siap di shopee, tokopedia, dan bukalapak kak, klik li... <url>']",,0
"https://t.co/beNQ82hFUo

KAOS FREE FIRE FF UNISEX PRIA WANITA

Ready di Shopee, Tokopedia,dan Bukalapak kak,klik li… https://t.co/dO1yT4AllM","['<url> <allcaps> kios percuma api fifa unisex wanita lelaki</allcaps> siap di shopee, tokopedia, dan bukalapak kak, klik li... <url>']",,0
