Raw,CD-Malaya,CD-RE,Polarity
"Menteri yg cetuskan gelombang covid masa kita hampir menang dulu patut masuk jail lah giler. lucutkan jawatan, bayar pampasan #Kerajaangagal","menteri yang cetuskan gelombang covid masa kita hampir dahulu patut masuk penjara lah gilera. lucutkan jawatan, bayar <hashtag>kerajaangagal</hashtag>",menteri yg cetuskan gelombang covid masa kita hampir menang dulu patut masuk jail lah giler lucutkan jawatan bayar pampasan ,-1
?? #KerajaanGagal https://t.co/OaRyyfErSD,? <repeated> <hashtag> kerajaangagal</hashtag> <url>,,0
"Fvck, Malaysia makin hati makin rosak.

#KerajaanGagal https://t.co/NedLfUMl0C","fvck, malaysia makin hati makin rosak. <hashtag> kerajaangagal</hashtag> <url>",fvck malaysia makin hati makin rosak ,-1
@DrRozanizam Seperti semua tahu. Kita pernah menang dahulu. Sudah ikut apa yg kerajaan mahukan duduk dirumah ikut s… https://t.co/gLejvQrEEw,<user> semua tahu. kita pernah menang dahulu. sudah ikut apa yang kerajaan mahukan dirumah ikut ... <url>, seperti semua tahu kita pernah menang dahulu sudah ikut apa yg kerajaan mahukan duduk dirumah ikut s ,0
Yg buat sidang media skrg tak function. Nampak kan? #KerajaanGagal https://t.co/qcmdePpRac,yang buat sidang media kini tidak berfungsi. pak kan ? <hashtag> kerajaangagal </hashtag> <url>,yg buat sidang media skrg tak function nampak kan ,-1
"Three things need to be tweeted before sleep. 

#KerajaanGagal 
#DengkiKe 
Fazura",tiga perkara yang telah di tweet sebelum ini. <hashtag> kerajaangagal </hashtag> <hashtag> dengkike </hashtag> fazura,three things need to be tweeted before sleep fazura,0
"Dimana hala tuju Malaysia sekarang ini? 
#KerajaanGagal",hala tuju malaysia kini ? <hashtag>kerajaangagal</hashtag>,dimana hala tuju malaysia sekarang ini ,0
"To this damn government, yes #KerajaanGagal https://t.co/iW2EZWDpwp","kepada sialan kerajaan ini, ya <hashtag>kerajaangagal</hashtag> <url>",to this damn government yes ,-1
"were living in Malaysia with funny government and funny decisions 

#KerajaanGagal 
#CancelTimbalanIGP 
#Plandemik",hidup masuk malaysia dengan keputusan lucu dan lucu <hashtag>kerajaangagal</hashtag> <hashtag>canceltimbalanigp</hashtag> <hashtag>pandemik</hashtag>,were living in malaysia with funny government and funny decisions ,-1
"@PDRMsia da sedar ke belum ni? Beria saman sana sini, last² jd la kambing hitam..abis rakyat kutuk korang mcm²,… https://t.co/gSIMnixNDO","<user> dah sedar belum ke ini ? beria sana saman sini, last2 lah lah lah kambing hitam . <repeated> rakyat kutuk habis kamu semua macam2, ... <url>", da sedar ke belum ni beria saman sana sini last² jd la kambing hitam abis rakyat kutuk korang mcm² ,-1
"@MuhyiddinYassin kami tau kau banyak buat inisiatif sebelum ini, tapi sekarang lain cerita. makin hari makin teruk… https://t.co/1QAasTvOOF","<user> kami tahu anda banyak buat inisiatif buat buat masa ini, tapi sekarang lain cerita. makin hari makin teruk ... <url>", kami tau kau banyak buat inisiatif sebelum ini tapi sekarang lain cerita makin hari makin teruk ,-1
"Are we as Malaysians going to standby and let this happen to us?
#KerajaanGagal 
#KerajaanZalim https://t.co/EOZbSqMEnu",kami sebagai malaysians kepada standby dan biarlah ini berlaku kami ? <hashtag>kerajaangagal</hashtag> <hashtag>kerajaanzalim</hashtag> <url>,are we as malaysians going to standby and let this happen to us ,0
"Elaun khas  RM200 sebulan kepada anggota tentera, polis, kastam, imigresen, anggota Angkatan Pertahanan Awam serta… https://t.co/p9wUxQd4kb","elaun khas <money>sebuluan anggota anggota tentera, polis, kastam, imigresen, anggota awam pertahanan dan juga... <url>",elaun khas rm sebulan kepada anggota tentera polis kastam imigresen anggota angkatan pertahanan awam serta ,1
"Dear Malaysia, fix yourself. You don't need much. Just listen. LISTEN TO WHAT THE PEOPLE HAVE TO SAY AND ACT ACCORD… https://t.co/qoimPhaC4C","sayang malaysia, menetapkan sendiri diri. awak tidak perlu banyak. mendengar. <allcaps> mendengar apa yang orang ada sayang kepada dan bertindak sesuai dengan </allcaps> ... <url>",dear malaysia fix yourself you don t need much just listen listen to what the people have to say and act accord ,1
@mkini_bm Kerajaan Negeri power 👍👍👍.  #KerajaanGagal,<user>negeri kerajaan kuasa . <hashtag>kerajaangagal</hashtag>, kerajaan negeri power ,1
"1st rule living in Malaysia;
Dilarang menjadi miskin.
#KerajaanGagal https://t.co/yvie0f3Hqv",1 st peraturan masuk malaysia; dilarang menjadi miskin<hashtag>kerajaangagal</hashtag> <url>,st rule living in malaysia dilarang menjadi miskin ,-1
"Easter egg dalam Avengers 
#KerajaanGagal https://t.co/bJKGG07UZT",Paskah telur dalam avengers <hashtag>kerajaangagal</hashtag> <url>,easter egg dalam avengers ,0
"I made one
#KerajaanGagal https://t.co/BluN3GYyjj",satu <hashtag> kerajaangagal</hashtag> <url>,i made one ,0
@keroaje @Khairykj #KerajaanGagal,<user> <user> <hashtag> kerajaangagal</hashtag>,,0
"Sini cobain jadi orang susah,biar tau gimana rasanya dihina  orang berduit. 
#IkatanCintaEp253 #AmankanRemoteTV… https://t.co/z5Fup2GCx9","sini mencoba jadi orang susah, biar tahu rasanya dihina orang berduit . <hashtag> ikatancintaep253 </hashtag> <hashtag> amankanremotetv </hashtag> ... <url>",sini cobain jadi orang susah biar tau gimana rasanya dihina orang berduit ,-1
Raya 2020-2021 bukan lagi bermaksud kunjung mengunjungi untuk rapatkan siratulrahim. Tapi lebih kepada kunjung meng… https://t.co/DC1jvQtArl,raya <number> - <number> bukan lagi bermaksud kunjung mengkunjungi untuk rapatkan siratulrahim. tetapi lebih kepada kunjung meng ... <url>,raya bukan lagi bermaksud kunjung mengunjungi untuk rapatkan siratulrahim tapi lebih kepada kunjung meng ,1
@PenerangHARAPAN Disebabkan malas lah #KerajaanGagal,<user>disebabkan malas lah <hashtag>kerajaangagal</hashtag>, disebabkan malas lah ,0
malaysia dah tenat. #KerajaanGagal,malaysia dah tenat . <hashtag> kerajaangagal</hashtag>,malaysia dah tenat ,-1
malaysia nak mcm ni ke? ye #KerajaanGagal  tapi please jgn lupa #KitaJagaKita  ini Allah kemain semua g baazar tar… https://t.co/itWp9eP2nc,malaysia nak macam ni? ya <hashtag> kerajaangagal</hashtag> tetapi tolong jangan <hashtag> kitajagakita</hashtag> ini allah kemain pergi semua bazar tar... <url>,malaysia nak mcm ni ke ye tapi please jgn lupa ini allah kemain semua g baazar tar ,0
@501Awani @MuhyiddinYassin #KerajaanGagal,<user> <user> <hashtag> kerajaangagal</hashtag>,,0
"Kerajaan tambah baik aplikasi MySejahtera supaya  orang ramai boleh mendaftarkan program vaksinasi ibu, bapa, datuk… https://t.co/0zZXSl3dCn","kerajaan baik tambah aplikasi mysejahtera orang supaya ramai mendaftarkan program vaksinasi ibu, bapa, datuk... <url>",kerajaan tambah baik aplikasi mysejahtera supaya orang ramai boleh mendaftarkan program vaksinasi ibu bapa datuk ,1
"Bantuan khas kewangan, RM50,000 jika kesan sampingan yang serius kepada penerima vaksin dan RM500,000 jika hilang u… https://t.co/PLpwGtawbm","bantuan khas kewangan, <money> jika kesan sampingan kepada penerima vaksin serius dan <money> jika hilang u... <url>",bantuan khas kewangan rm jika kesan sampingan yang serius kepada penerima vaksin dan rm jika hilang u ,1
Pelan Halatuju Strategik e-Dagang 2.0 (NESR 2.0) manjadi pemangkin pertumbuhan ekosistem e-Dagang dan Malaysia adal… https://t.co/XgUyLFwLFo,pelan halatuju strategik e-dagang <number> ( <allcaps>nesar</allcaps> <number>) manpemangjadi kin pertumbuhan ekosistem e-dagang dan malaysia adil... <url>,pelan halatuju strategik e dagang nesr manjadi pemangkin pertumbuhan ekosistem e dagang dan malaysia adal ,1
#JusticeforGanapathy #PDRMgagal #KerajaanGagal,<hashtag>justiceforganapathy</hashtag> <hashtag>pdrmgagal</hashtag> <hashtag>kerajaangagal</hashtag>,,0
"Malaysia berjaya memperoleh tambahan 10,000 kuota haji menjadikan kuota rasmi haji Malaysia adalah sebanyak 41,600 orang. #kerajaangagal",malaysia berjaya <number> tambahan kuota haji kuota haji malaysia adalah <number> orang . <hashtag> kerajaangagal</hashtag>,malaysia berjaya memperoleh tambahan kuota haji menjadikan kuota rasmi haji malaysia adalah sebanyak orang ,1
"Ingat ya tuan-tuan. Ini kerajaan 8374.

Kalau tak function, tahu lah puncanya siapa.

#KerajaanGagal #KerajaanZalim https://t.co/rb3N0OhMPf","ya tuan-ingat tuan. kerajaan ini <number>. kalau tidak fungsi tidak, tahu lah puncanya siapa . <hashtag> kerajaangagal </hashtag> <hashtag> kerajaanzalim </hashtag> <url>",ingat ya tuan tuan ini kerajaan kalau tak function tahu lah puncanya siapa ,0
"Peka B40 bertujuan untuk menampung keperluan kesihatan golongan berpendapatan rendah, dengan memberi fokus terhadap… https://t.co/8ItrfO4sFn","peka b40 bertujuan untuk kesihatan untuk menampung rendah berpendapatan, dengan memberi terhadap fokus ... <url>",peka b bertujuan untuk menampung keperluan kesihatan golongan berpendapatan rendah dengan memberi fokus terhadap ,1
Inisiatif Kerajaan MySalam menyediakan perlindungan kesihatan takaful percuma kepada individu B40 yang juga penerim… https://t.co/XjE04uk6CQ,inisiatif kerajaan mysalam menyediakan kesihatan takaful percuma kepada individu b40 yang juga penerima ... <url>,inisiatif kerajaan mysalam menyediakan perlindungan kesihatan takaful percuma kepada individu b yang juga penerim ,1
i-SINAR dibuka kepada semua ahli KWSP yang terjejas pendapatan akibat COVID-19.. #kerajaangagal,saya - <allcaps> sinar</allcaps> dibuka ahli ke semua <allcaps> kwsp</allcaps> yang terjejas akibat pendapatan <allcaps> covid</allcaps> - <number> . <repeated> <hashtag> kerajaangagal</hashtag>,i sinar dibuka kepada semua ahli kwsp yang terjejas pendapatan akibat covid ,1
"Susulan daripada pengumuman Belanjawan 2021, kadar berkanun caruman syer pekerja untuk KWSP yang baru adalah 9%, be… https://t.co/WkN9qk5zZQ","daripada pengumuman belanjawan susulan <number>, kadar berkanun karuman syer pekerja untuk <allcaps>kwsp</allcaps> yang baru ialah <percent>, jadi ... <url>",susulan daripada pengumuman belanjawan kadar berkanun caruman syer pekerja untuk kwsp yang baru adalah be ,1
Bantuan sebanyak RM180 dalam bentuk kredit telekomunikasi untuk perbelanjaan langganan internet atau menampung seba… https://t.co/brAef6DUb1,bantuan sebanyak <money> dalam bentuk kredit untuk telekomunikasi langganan internet atau menampung seba... <url>,bantuan sebanyak rm dalam bentuk kredit telekomunikasi untuk perbelanjaan langganan internet atau menampung seba ,1
"Program #SayaDigital bertujuan meningkatkan kadar celik digital dalam kalangan rakyat B40, belia, warga emas dan ku… https://t.co/TADNtRH96S","program <hashtag>sayadigital</hashtag> bertujuan meningkatkan peningkatan digital dalam bentuk digital dalam b40, kalangan belia, warga emas dan ku ... <url>",program bertujuan meningkatkan kadar celik digital dalam kalangan rakyat b belia warga emas dan ku ,1
"4000 warga ATM terima bantuan Musaadah berjumlah RM800,000. #kerajaangagal",<number> warga <allcaps> atm terima</allcaps> bantuan musyaadah <money> . <hashtag> kerajaangagal</hashtag>, warga atm terima bantuan musaadah berjumlah rm ,1
"2,195 laman sesawang judi dalam talian disekat.-SKMM. #kerajaangagal",<number> laman sesawang judi dalam talian disekat . - <allcaps> sukma</allcaps> . <hashtag> kerajaangagal</hashtag>, laman sesawang judi dalam talian disekat skmm ,0
"@Khairykj #kerajaanGagal #kerajaanLemah
Dalam bulan ramadhan ni, semoga Allah makbulkan doa2 rakyat teraniya dan Al… https://t.co/JkHgWAGza6","<user> <hashtag>kerajaangagal</hashtag> <hashtag>kerajaanlemah</hashtag> dalam bulan ramadan ini, semoga allah makbulkan doa2 rakyat teraniaya dan al... <url>", dalam bulan ramadhan ni semoga allah makbulkan doa rakyat teraniya dan al ,1
Institut Keselamatan dan Kesihatan Pekerjaan Negara (NIOSH) membangunkan platform latihan asas keselamatan jalan ra… https://t.co/DSpKxTC4JJ,institut keselamatan dan pekerjaan kesihatan negara ( <allcaps>niosh</allcaps>) membangunkan platform latihan asas keselamatan jalan ... <url>,institut keselamatan dan kesihatan pekerjaan negara niosh membangunkan platform latihan asas keselamatan jalan ra ,1
"Pakej bantuan khas PERMAI 2021 : Bantuan sekaligus RM500 kepada pemandu pelancong, pemandu teksi serta pemandu bas… https://t.co/AZHPp2zhYS","pakej bantuan khas <allcaps>permai</allcaps> <number>: bantuan <money> kepada pemandu pelancong, pemandu teksi dan juga bas... <url>",pakej bantuan khas permai bantuan sekaligus rm kepada pemandu pelancong pemandu teksi serta pemandu bas ,1
PTPTN: Mereka terjejas boleh memohon moratorium bayaran balik pinjaman selama tiga bulan sehingga 31 Mac. #kerajaangagal,<allcaps> ptptptn</allcaps>: terjejas mereka boleh memohon moratorium bayaran balik balik tiga pinjaman selama bulan sehingga <date> . <hashtag>kerajaangagal</hashtag>,ptptn mereka terjejas boleh memohon moratorium bayaran balik pinjaman selama tiga bulan sehingga mac ,1
"Pakej bantuan khas PERMAI 2021 : Pelepasan cukai khas sehingga RM2,500 bagi pembelian telefon bimbit, komputer dan… https://t.co/Q56YbdXwl7","pakej bantuan khas <allcaps>permai</allcaps> <number>: pelepasan cukai khas <money>untuk pebelian telefon, komputer dan... <url>",pakej bantuan khas permai pelepasan cukai khas sehingga rm bagi pembelian telefon bimbit komputer dan ,1
"Pakej bantuan khas PERMAI 2021 : Program Subsidi Upah – Untuk tempoh satu bulan, majikan yang layak akan menerima s… https://t.co/X5YzSlSMKx","pakej bantuan khas <allcaps>permai</allcaps> <number>: program subsidi upah - untuk satu bulan, majikan yang layak akan menerima tempoh ... <url>",pakej bantuan khas permai program subsidi upah untuk tempoh satu bulan majikan yang layak akan menerima s ,1
Pakej bantuan khas PERMAI 2021 : RM50 juta disalur kepada NADMA bagi perbelanjaan operasi bencana semasa tempoh Mon… https://t.co/tSBwIms0zv,pakej bantuan khas <allcaps>permai</allcaps> <number>: <money>juta disalur kepada <allcaps>nada</allcaps> bagi bencana bencana semasa isnin... <url>,pakej bantuan khas permai rm juta disalur kepada nadma bagi perbelanjaan operasi bencana semasa tempoh mon ,1
"Kita Prihatin merangkumi Bantuan Prihatin Nasional (BPN) 2.0 berjumlah RM7 bilion, Program Subsidi Upah 2.0 (RM2.4… https://t.co/u491UsOnYm","kita prihatin prihatin bantuan nasional ( <allcaps>bpn</allcaps> ) <number> <money>bilion, program subsidi upah <number> ( <money> ... <url>",kita prihatin merangkumi bantuan prihatin nasional bpn berjumlah rm bilion program subsidi upah rm ,1
"Semasa tempoh pelaksanaan PKP, bantuan moratorium dan pengurangan bayaran balik pinjaman disediakan. –PM. #kerajaangagal","pelaksanaan <allcaps>pikap</allcaps>, bantuan moratorium pengurangan dan bayaran balik pinjaman disediakan . <hashtag>kerajaangagal</hashtag>",semasa tempoh pelaksanaan pkp bantuan moratorium dan pengurangan bayaran balik pinjaman disediakan pm ,1
i just wanna say #KerajaanGagal,saya hanya mahu <hashtag> kerajaangagal </hashtag>,i just wanna say ,0
"Geran khas sebanyak RM3,000 disediakan di bawah Pakej Rangsangan Ekonomi Prihatin Rakyat (PRIHATIN PKS) kepada seti… https://t.co/448LHZ8hox",geran khas <money>disediakan di bawah pakej rangsangan ekonomi rakyat (<allcaps>prihatin fokus</allcaps>) kepada setia... <url>,geran khas sebanyak rm disediakan di bawah pakej rangsangan ekonomi prihatin rakyat prihatin pks kepada seti ,1
Insentif cukai untuk pembelian kereta – RM897 juta. #kerajaangagal,insentif cukai untuk kereta pebelian - <money>juta . <hashtag>kerajaangagal</hashtag>,insentif cukai untuk pembelian kereta rm juta ,1
Pakej Pelan Jana Semula Ekonomi Negara (PENJANA) pada awal Jun lalu mengumumkan pengecualian cukai jualan sepenuhny… https://t.co/mkX6pO4woR,pakej pelan jana ekonomi negara ( <allcaps>penjana</allcaps>) pada awal jun lalu mengumumkan pengecualian cukai cukai ... <url>,pakej pelan jana semula ekonomi negara penjana pada awal jun lalu mengumumkan pengecualian cukai jualan sepenuhny ,1
"24.Geran secara ‘one-off’ sehingga RM5,000 kepada pengendali taska yang berdaftar di bawah Kementerian Pembangunan… https://t.co/yGy5Fx5cYt",<number>. geran secara 'one-off' sehingga <money> pengendali kepada tasik berdaftar di bawah kementerian pembangunan ... <url>, geran secara one off sehingga rm kepada pengendali taska yang berdaftar di bawah kementerian pembangunan ,0
25.Subsidi pengangkutan awam MY30 -RM200 juta. #kerajaangagal,<number>. subsidi pengangkutan awam my30 - <money> juta . <hashtag> kerajaangagal </hashtag>, subsidi pengangkutan awam my rm juta ,1
memalukan @uumnews ada prof kangkung yg kaki fitnah dan kaki perkauman! #KerajaanGagal,memakukan <user>ada prof kangkung kaki fitnah dan perkauman ! <hashtag>kerajaangagal</hashtag>,memalukan ada prof kangkung yg kaki fitnah dan kaki perkauman ,-1
#kerajaangagal https://t.co/nrfUf3Dfpt,<hashtag>kerajaangagal</hashtag> <url>,,0
"sakit hati everytime scrolling timeline twitter this week, there’s sooo many sick news &amp; issues, betul2 #KerajaanGagal","hati everytime scrolling timeline twitter this rambut palsu, di sana 's soo <elongated> ramai sakit sakit dan issues, betul2 <hashtag>kerajaangagal</hashtag>",sakit hati everytime scrolling timeline twitter this week there s sooo many sick news amp issues betul ,-1
"let this hashtag trending for every second, 24/7, 7 days a week. let us choose who should lead us and who should st… https://t.co/ggMHSQBtCf","biarlah hashtag ini trending untuk kedua, <number> / <number>, <number> a rambut hari. palsu kami memilih yang sepatutnya memimpin kami dan yang sepatutnya st ... <url>",let this hashtag trending for every second days a week let us choose who should lead us and who should st ,0
#KerajaanGagal https://t.co/1Tic6li6d2,<hashtag>kerajaangagal</hashtag> <url>,,0
@ClimateEnvoy #Brexit #BTSJIN #BreakingNews #BinanceSmartChain #birthday #방탄소년단진 #SEOKJIN    #Amici20 #VaccinesWork… https://t.co/ddL5nVSeRt,<user> <hashtag> brexit</hashtag> <hashtag> btsjin</hashtag> <hashtag> breakingnews</hashtag> <hashtag> binancesmartchain</hashtag> <hashtag> birthday</hashtag> <hashtag> bangtansonyeondanjin</hashtag> <hashtag> seojin</hashtag> <hashtag> amico20</hashtag> <hashtag> vaccineswork</hashtag> ... <url>,,0
"Next pilihan raya kena fikir 100x nak pangkah siapa🙂Cukup la banyak yang zalim sekarang ni😌
#KerajaanGagal",pilihan raya kena fikir 1 0 tak nak nak nak pangkah siapa cukup banyak zalim zalim sekarang ini <hashtag>kerajaangagal</hashtag>,next pilihan raya kena fikir x nak pangkah siapa cukup la banyak yang zalim sekarang ni ,-1
@MuhyiddinYassin bukan nak cakap dato seri lah tapi. saya hari2 doa2 pemimpin2 zalim yang ada kat malaysia ni mati.… https://t.co/sSWeQMygcc,<user> bukan cakanak p dato seri lah. hari2 doa2 pemimpin2 zalim ada malaysia mati ini . ... <url>, bukan nak cakap dato seri lah tapi saya hari doa pemimpin zalim yang ada kat malaysia ni mati ,-1
"#KerajaanGagal
https://t.co/VSFVIupY0C",<hashtag>kerajaangagal</hashtag> <url>,,0
#KerajaanGagal https://t.co/mrBkPPnaiB,<hashtag>kerajaangagal</hashtag> <url>,,0
JUDI NUMBER WAN!! toke kata takpe kami bg duit HAHAHAHAHA #KerajaanGagal https://t.co/nLvsLqg87p,<allcaps> judi nombor wan</allcaps> ! <repeated> toke kata mengapa tidak kami bagi <kami allcaps> hahahahaha</allcaps> <hashtag> kerajaangagal</hashtag> <url>,judi number wan toke kata takpe kami bg duit hahahahaha ,-1
casino &gt; education #KerajaanGagal @Khairykj https://t.co/nUwBCWgGxp,kasino > pendidikan <hashtag> kerajaangagal </hashtag> <user> <url>,casino gt education ,0
@harisprawira Dah mcm takda otak . Kompaun 50k makin mnjdi jdi . Org lain nak cri duit pun spruh mati . Tak perlu l… https://t.co/N5YpmDTxpI,<user> dah ada macam otak. kompaun 5 0 okay makin jadi. orang lain nak cari duit separuh mati. tidak perlu l ... <url>, dah mcm takda otak kompaun k makin mnjdi jdi org lain nak cri duit pun spruh mati tak perlu l ,-1
iz*one disbanded.. ni semua salah kerajaan. #KerajaanGagal,iz * satu <censored> dibubarkan. <repeated> ini semua kerajaan. <hashtag> kerajaangagal </hashtag>,iz one disbanded ni semua salah kerajaan ,-1
"@saifulv39 Sebab dia org ni gagal, dia salahkan 1MDB lah @Mustapa_Mohamed #KerajaanGagal","<user>dia sebab gagal ini, dia salahkan 1 mdb lah <user> <hashtag>kerajaangagal</hashtag>", sebab dia org ni gagal dia salahkan mdb lah ,-1
@ruffleseed @fahmi_fadzil @kuasasiswa @PDRMsia boneka #kerajaangagal,<user> <user> <user> <user> boneka <hashtag> kerajaangagal</hashtag>, boneka ,0
"they don't fucking care. The ethos of #KerajaanGagal is ""let's put up a semblance of organisation but the truth is… https://t.co/Nr2eJMFWkM","mereka tidak fuckijaga. yang etos dari <hashtag> kerajaangagal </hashtag> adalah ""biarlah kita letak naik semblance daripada organisasi yang tetapi ... <url>",they don t fucking care the ethos of is let s put up a semblance of organisation but the truth is ,-1
"#DoubleStandard
#KerajaanGagal https://t.co/opIFjvLDMG",<hashtag>doublestandard</hashtag> <hashtag>kerajaangagal</hashtag> <url>, ,0
Sesungguhnya ku merindui nak teraweh di masjid #KerajaanGagal,sesungguhnya ku merindu nak tertaweh di masjid <hashtag> kerajaangagal </hashtag>,sesungguhnya ku merindui nak teraweh di masjid ,1
MP @PattoKasthuri have you say please. Can indians get justice? Where is the polices' accountability and integrity… https://t.co/ulrWkqbguY,mp <user> awak ada tolong sayang. boleh orang India dapatkan keadilan? di mana polisi yang 'akauntabiliti dan integriti ... <url>,mp have you say please can indians get justice where is the polices accountability and integrity ,0
Give your parliament seats away if you don’t want to use it boleh tak #KerajaanGagal,bersaawak yakan parlimen seatas jauh jika anda tidak mahu gunakan ia boleh <hashtag>kerajaangagal</hashtag>,give your parliament seats away if you don t want to use it boleh tak ,-1
"#KerajaanGagal
#KerajaanZalim https://t.co/MlU1LHTK8E",<hashtag>kerajaangagal</hashtag> <hashtag>kerajaanzalim</hashtag> <url>, ,0
"#KerajaanGagal

#kerajaanZalim

 https://t.co/lfY5G6pLDE",<hashtag>kerajaangagal</hashtag> <hashtag>kerajaanzalim</hashtag> <url>, ,0
"Sudah tiba masanya rakyat Malaysia BANGKIT!!!

Jangan kita ditekan lagi oleh #KerajaanGagal dan #KerajaanZalim ini.… https://t.co/x19uzn4jtw",sudah tiba rakyat malaysia <allcaps> bangkit</allcaps> ! <repeated> jangan kita ditekan lagi oleh <hashtag> kerajaangagal</hashtag> dan <hashtag> kerajaanzalim</hashtag> ini . ... <url>,sudah tiba masanya rakyat malaysia bangkit jangan kita ditekan lagi oleh dan ini ,0
"@Khairykj
#KerajaanGagal
Learn from Spore pls sibodoh. Look where r we now! Close to be being classified like India… https://t.co/Ws9g5S0ilQ",<user> <hashtag> kerajaangagal </hashtag belajar> dari spora tolong sibodoh. lihat di mana kami r sekarang! tutup ke jadi dikelaskan seperti india ... <url>,learn from spore pls sibodoh look where r we now close to be being classified like india ,-1
@ at our government #KerajaanGagal https://t.co/jlIAAVaWcg,@kami pada <hashtag>kerajaangagal</hashtag> <url>, at our government ,0
#KerajaanGagal https://t.co/WrnfMIvCok,<hashtag>kerajaangagal</hashtag> <url>, ,0
#KerajaanGagal https://t.co/dumVuuDhbl,<hashtag>kerajaangagal</hashtag> <url>, ,0
everytime i wake up i wish was in another country... #KerajaanGagal https://t.co/CdT7V4AE2v,everytime saya bangun naik ingin masuk ke negara lain . <repeated> <hashtag> kerajaangagal </hashtag> <url>,everytime i wake up i wish was in another country ,-1
"@Khairykj Terima kasih @Khairykj 
#KerajaanGagal",<user>terima kasih <user> <hashtag>kerajaangagal</hashtag>, terima kasih ,1
"Kelantan Darul Kompaun. Takbir 50k!!! #KerajaanGagal 
https://t.co/Jnnd0My36J",kelantan darul kompaun. takbir 5 0 okay ! <repeated> <hashtag> kerajaangagal </hashtag> <url>,kelantan darul kompaun takbir k ,-1
