Raw,CD-Malaya,CD-RE,Polarity
"Kerajaan sedia mempertimbangkan pemberian vaksin COVID-19 kepada penerima berusia bawah 18 tahun.

Kumpulan umur ya… https://t.co/wm2C7gTrpk",kerajaan sedia vaksin <allcaps>covid</allcaps> - <number> kepada penerima berusia <number> tahun. kumpulan ya ... <url>,kerajaan sedia mempertimbangkan pemberian vaksin covid kepada penerima berusia bawah tahun kumpulan umur ya ,0
Saingan Piala AFC melibatkan @kda_fc dan @FCTerengganu dipinda oleh AFC https://t.co/qk7ut0d2zT https://t.co/Nyq9V7oO0w,saingan piala <allcaps>afc</allcaps> melibatkan <user> dan <user> dipinda oleh <allcaps> afc</allcaps> <url> <url>,saingan piala afc melibatkan dan dipinda oleh afc ,0
Leicester beat Crystal Palace 2-1 to move closer to Champions League qualification  https://t.co/GZttURVmUS https://t.co/YS6j7wiv9P,leicester mengalahkan istana kristal <number> - <number> bergerak lebih dekat ke juara kelayakan liga <url> <url>,leicester beat crystal palace to move closer to champions league qualification ,1
Kementerian Pendidikan tidak akan hukum murid atau pelajar yang tidak hadir ke sekolah kerana kekhuatiran ibu bapa… https://t.co/rsS9W9Epeo,kementerian pendidikan tidak akan hukum murid atau pelajar yang tidak hadir ke sekolah kekhuatiran bapa ibu ... <url>,kementerian pendidikan tidak akan hukum murid atau pelajar yang tidak hadir ke sekolah kerana kekhuatiran ibu bapa ,1
Operasi persekolahan sekolah rendah dan menengah di seluruh negara akan ditutup selepas cuti Hari Raya Aidilfitri b… https://t.co/Nk1bQ4xXN9,operasi persekolahan rendah dan menengah negara akan ditutup selepas cuti raya aidilfitri b ... <url>,operasi persekolahan sekolah rendah dan menengah di seluruh negara akan ditutup selepas cuti hari raya aidilfitri b ,0
"- perintah kawalan pergerakanD dikuatkuasakan di kawasan pembinaan Empangan Hidroelektrik Baleh di Kapit, Sarawak mulai esok hingga 6 Mei.","- <allcaps> perintah kawalan pergerakand</allcaps> dikuatkuasatkuasat kawasan pembinaan empangan hidroelektrik boleh di kapit, sarawak mulai esok <date>.", perintah kawalan pergerakand dikuatkuasakan di kawasan pembinaan empangan hidroelektrik baleh di kapit sarawak mulai esok hingga mei ,0
"- perintah kawalan pergerakanD Pusat Komuniti Bersepadu Pulau Serai di Pekan Pahang, ditamatkan esok, lebih awal daripada yang dijadualkan.… https://t.co/GMPSr1Rg8a","- <allcaps> perintah kawalan pergerakand</allcaps> pusat komuniti bersepadu pulau serai di pekan pahang, atkan esok, lebih awal daripada yang dijadualkan. ... <url>", perintah kawalan pergerakand pusat komuniti bersepadu pulau serai di pekan pahang ditamatkan esok lebih awal daripada yang dijadualkan ,1
"- perintah kawalan pergerakanD Pasar dan Perumahan Sim Sim serta Kampung Sungai Obar Batu 7 di Sandakan, Sabah ditamatkan esok.

- perintah kawalan pergerakanD Kam… https://t.co/nfFmamHGxR","- <allcaps> perintah kawalan pergerakand</allcaps> pasar dan perumahan sim sim dan juga kampung sungai obar batu <number> di sanakan, sabah atkan esok. - <allcaps> perintah kawalan pergerakand kamu</allcaps> juga ... <url>", perintah kawalan pergerakand pasar dan perumahan sim sim serta kampung sungai obar batu di sandakan sabah ditamatkan esok perintah kawalan pergerakand kam ,1
- Kerajaan sekat sementara penerbangan keluar/masuk dari India bagi mencegah penuaran varian baru COVID-19 dari neg… https://t.co/3WcR6PaV2N,- kerajaan sekat keluar sementara/masuk dari india bagi mencegah penuaran ovarian <allcaps>covid</allcaps> - <number> dari neng... <url>, kerajaan sekat sementara penerbangan keluar masuk dari india bagi mencegah penuaran varian baru covid dari neg ,0
"Kenyataan media Menteri Kanan (Keselamatan) Datuk Seri Ismail Sabri Yaakob berhubung pelaksanaan perintah kawalan pergerakan.

- PDRM menah… https://t.co/6ZvGVmSBjd",kenyataan media menteri kanan (keselamatan) datuk seri ismail sabri yaakob berhubung pelaksanaan <allcaps>pikap</allcaps>. - <allcaps> pdrm</allcaps> menah ... <url>,kenyataan media menteri kanan keselamatan datuk seri ismail sabri yaakob berhubung pelaksanaan perintah kawalan pergerakan pdrm menah ,0
"#NewsWrapUp: Here's a quick recap of our top stories from this evening
https://t.co/2IR2Zzh01Q https://t.co/1QkU5LbW7K",<hashtag>newswrapup</hashtag>: di sini' s a cepat recap daripada kami atas cerita dari petang ini <url> <url>, here s a quick recap of our top stories from this evening ,0
"Malaysia reported 2,776 new #COVID19 cases today.

Selangor had the most cases (762), followed by Sarawak (615), Ke… https://t.co/gnP5UOlU13","malaysia melaporkan <number> baru <hashtag> covid19 </hashtag> kes hari ini. selangor mempunyai kes yang paling banyak ( <number>), diikuti dengan sarawak ( <number>), ke ... <url>",malaysia reported new cases today selangor had the most cases followed by sarawak ke ,-1
"Anthony Hopkins won Best Actor Oscar for ""The Father.""","antonim hopkins menang terbaik pelakon oscar untuk ""bapa yang"".",anthony hopkins won best actor oscar for the father ,1
Frances McDormand won best actress for 'Nomadland',frances mcdormmenang menang terbaik pelakon untuk 'nomadland',frances mcdormand won best actress for nomadland ,1
Nomadland has also won Best Picture,nomadland juga telah menang terbaik gambar,nomadland has also won best picture,1
"Here are the results from the 2021 #Oscars 

- Best Director: Chloé Zhao for Nomadland
- Best Supporting Actress: Y… https://t.co/4151F7ByoS",di sini adalah keputusan yang dari yang <nombor> <hashtag> oscars</hashtag> - pengarah: cheloe zhao terbaik untuk nomadland terbaik - menyokong: y ... <url>,here are the results from the best director chloé zhao for nomadland best supporting actress y ,1
"Menurut laporan terkini, kapal selam itu ditemui pecah 3 bahagian di dasar laut Bali dan semua 53 kru disahkan meni… https://t.co/Rfudq9xyPt","laporan menurut kapal terkini, selam itu ditemui pecah <number> di laut bali dan semua <number> kru disahkan mensaya ... <url>",menurut laporan terkini kapal selam itu ditemui pecah bahagian di dasar laut bali dan semua kru disahkan meni ,-1
Yang di-Pertuan Agong dan Raja Permaisuri Agong berdukacita dan menzahirkan ucapan takziah kepada Indonesia susulan… https://t.co/caoLqe3jO3,yang di-pertuan agong dan raja permaisuri agong berdukaita dan ucapan takziah ke indonesia ... <url>,yang di pertuan agong dan raja permaisuri agong berdukacita dan menzahirkan ucapan takziah kepada indonesia susulan ,-1
Ia merupakan projek perintis pembelajaran digital tanggungjawab sosial korporat yang diumumkan dalam Belanjawan 2021.,ia merupakan projek perinti pembelajaran bertanggungjawab terhadap digital sosial korporat yang diumumkan dalam belanjawan <number>.,ia merupakan projek perintis pembelajaran digital tanggungjawab sosial korporat yang diumumkan dalam belanjawan ,0
"50,000 murid sekolah bakal terima peranti pintar akhir bulan depan di bawah inisiatif Cerdik.

Sejumlah 100,000 lag… https://t.co/6xrCdxEu6d",<number> murid sekolah akan menerima peranti pintar akhir bulan depan di bawah inisiatif cerdik. sejumlah <number> lag ... <url>, murid sekolah bakal terima peranti pintar akhir bulan depan di bawah inisiatif cerdik sejumlah lag ,0
Kelonggaran untuk pekerja Malaysia di Singapura yang telah dapat suntikan vaksin #COVID19 untuk pulang sambut Aidil… https://t.co/jp3UQH8y0P,kelonggaran untuk pekerja malaysia di singapura yang telah dapat suntikan <hashtag>covid19</hashtag> untuk pulang sambut aidil ... <url>,kelonggaran untuk pekerja malaysia di singapura yang telah dapat suntikan vaksin untuk pulang sambut aidil ,1
"Kempen daftar vaksin #COVID19 diperluaskan kepada komuniti Kawasan Rukun Tetangga, Ramadan ini

https://t.co/OiWtquEu5g","kempen daftar vaksin <hashtag>covid19</hashtag> diperluaskan ke komuniti kawasan rukun tetangga, ramadan ini <url>",kempen daftar vaksin diperluaskan kepada komuniti kawasan rukun tetangga ramadan ini ,0
Perbincangan mengenai perkara itu antara kedua-dua negara dijangka dilakukan dalam masa terdekat.,perbincangan mengenai perkara itu antara dua negara dijangka dilakukan dalam masa terdekat.,perbincangan mengenai perkara itu antara kedua dua negara dijangka dilakukan dalam masa terdekat ,0
Kerajaan sedang meneliti kemungkinan memberi kelonggaran kepada pekerja Malaysia di Singapura untuk pulang sambut A… https://t.co/SA1rVQZZ55,kerajaan sedang menelit kemungkinan memberi kelonggaran kepada pekerja malaysia di singapura untuk pulang sambut a ... <url>,kerajaan sedang meneliti kemungkinan memberi kelonggaran kepada pekerja malaysia di singapura untuk pulang sambut a ,1
"#FootballRoundup Man City beat Spurs 1-nil to win the League Cup, while Man United dropped points in the EPL title… https://t.co/tvnjDZCpSq","<hashtag>footballroundup</hashtag> lelaki bandar mengalahkan spurs <number> - Tiada menang yang liga cawan, sementara bersatu lelaki menggugurkan mata masuk yang <allcaps>epal</allcaps>", man city beat spurs nil to win the league cup while man united dropped points in the epl title ,1
(2)Kenyataan media Menteri Kanan (Keselamatan) Datuk Seri Ismail Sabri Yaakob berhubung pelaksanaan perintah kawalan pergerakan - (25 April… https://t.co/xcDXyu2m3q,( <number>) kenyataan media menteri kanan (keselamatan) datuk seri ismail sabri yaakob berhubung <allcaps>pikap</allcaps> - ( <date> ... <url>, kenyataan media menteri kanan keselamatan datuk seri ismail sabri yaakob berhubung pelaksanaan perintah kawalan pergerakan april ,0
(1)Kenyataan media Menteri Kanan (Keselamatan) Datuk Seri Ismail Sabri Yaakob berhubung pelaksanaan perintah kawalan pergerakan - (25 April… https://t.co/6Nl540g4br,( <number>) kenyataan media menteri kanan (keselamatan) datuk seri ismail sabri yaakob berhubung <allcaps>pikap</allcaps> - ( <date> ... <url>, kenyataan media menteri kanan keselamatan datuk seri ismail sabri yaakob berhubung pelaksanaan perintah kawalan pergerakan april ,0
"2,690 new #Covid-19 cases have been reported today (April 25th). 

Selangor recorded the highest number of cases (7… https://t.co/R5OvBuMgYK",<number> baru <hashtag> covid </hashtag> - <number> kes ada telah dilaporkan hari ini ( <date>). selangtertinggi mencatatkan yang mencatatkan kes ( <nombor> ... <url>, new cases have been reported today april th selangor recorded the highest number of cases ,-1
Pengembara asing yang ingin masuk ke Malaysia perlu jalani SOP ketat https://t.co/EuuwOz7Rpm https://t.co/C4TSHGwRTz,pengembira asing yang ingin masuk ke malaysia perlu jalani <allcaps> cara tatandalian piawai</allcaps> ketat <url> <url>,pengembara asing yang ingin masuk ke malaysia perlu jalani sop ketat ,0
Elavarasan puas hati @SarawakUnited raih 1 mata di Paroi https://t.co/8zLATTtGX3 https://t.co/WzPuWW6Y04,elavarasan hati puas <user>raih <number>mata di peroi <url> <url>,elavarasan puas hati raih mata di paroi ,1
"EPL: Newcastle dent Liverpool's hopes of a top-four finish https://t.co/77oBqqzZ18

📷: Reuters https://t.co/iujail5L2p",<allcaps>epal</allcaps> : newcastle penyuk liverpool' s hopes daripada a top-four selesai <url> : reuters <url>,epl newcastle dent liverpool s hopes of a top four finish reuters ,0
"Health Ministry welcomes tighter quarantine for certain overseas arrivals, amid the detection of more cases involvi… https://t.co/zxmfQhmF84","kesihatan mengalu-alukan kuarantin yang lebih ketat untuk tertentu di luar ketibaan negara, tengah yang mengesan lebih banyak kes yang dipanggil ... <url>",health ministry welcomes tighter quarantine for certain overseas arrivals amid the detection of more cases involvi ,-1
"- perintah kawalan pergerakanD Bandar Sri Indah dan Kampung Titingan di Tawau, Sabah dilanjutkan mulai 26 April sehingga 9 Mei 2021.

- perintah kawalan pergerakan… https://t.co/iLDcGbtSJB","- <allcaps> perintah kawalan pergerakand</allcaps> bandar sri indah dan kampung titingan di tawau, sabah mula <date> sehingga <date>. - <allcaps> pikap</allcaps> ... <url>", perintah kawalan pergerakand bandar sri indah dan kampung titingan di tawau sabah dilanjutkan mulai april sehingga mei perintah kawalan pergerakan ,-1
- Kerajaan perkenalkan SOP khusus untuk pengembara yang baru tiba dari negara yang melaporkan penularan virus SAR-C… https://t.co/aj3DmTK51C,- kerajaan perkenalkan <allcaps> tatandalian pengelian piawai</allcaps> khusus untuk pengembira yang baru tiba dari negara yang melaporkan virus penularan <allcaps> sar</allcaps> - c ... <url>, kerajaan perkenalkan sop khusus untuk pengembara yang baru tiba dari negara yang melaporkan penularan virus sar c ,-1
"Kenyataan media Menteri Kanan (Keselamatan) Datuk Seri Ismail Sabri Yaakob berhubung pelaksanaan perintah kawalan pergerakan.

- PDRM menah… https://t.co/xBpPyW6UP9",kenyataan media menteri kanan (keselamatan) datuk seri ismail sabri yaakob berhubung pelaksanaan <allcaps>pikap</allcaps>. - <allcaps> pdrm</allcaps> menah ... <url>,kenyataan media menteri kanan keselamatan datuk seri ismail sabri yaakob berhubung pelaksanaan perintah kawalan pergerakan pdrm menah ,0
"Everton kalahkan Arsenal 1-0 dalam aksi Liga Perdana Inggeris awal pagi tadi, kemenangan pertama di tempat lawan da… https://t.co/n3qvH1mVfO","everton kalahkan senjata <number> - <number> dalam liga perdana pagi inggeris awal, kemenangan pertama lawan di lawan dah ... <url>",everton kalahkan arsenal dalam aksi liga perdana inggeris awal pagi tadi kemenangan pertama di tempat lawan da ,1
Hasrat Selangor mencatat kemenangan ketiga berturut-turut dalam Liga Super tidak kesampaian apabila diikat Sabah 2-… https://t.co/QN6rXb7PDk,hasrat selangor mencatat kemenangan berturut-turut dalam liga tidak super kesampaian diikat apabila sabah <number> - ... <url>,hasrat selangor mencatat kemenangan ketiga berturut turut dalam liga super tidak kesampaian apabila diikat sabah ,-1
"Kedah Darul Aman pamer kebangkitan memukau untuk menewaskan KL City 3-2 dalam aksi Liga Super di Alor Setar, malam… https://t.co/llyMyVYAcC","kedah darul aman pamer kebangkitan membukau untuk menewaskan kuala lumpur <bandar> - <nombor> dalam liga super di alor setar, malam... <url>",kedah darul aman pamer kebangkitan memukau untuk menewaskan kl city dalam aksi liga super di alor setar malam ,1
"#NewsWrapUp: Here's a quick recap of our top stories from this evening
https://t.co/a2ecbwTT1L https://t.co/h1TlSsjpap",<hashtag>newswrapup</hashtag>: di sini' s a cepat recap daripada kami atas cerita dari petang ini <url> <url>, here s a quick recap of our top stories from this evening ,0
"Sebanyak 2,847 kes baru positif COVID-19 dilaporkan hari ini.

Selangor tertinggi dengan 748 kes diikuti Sarawak (7… https://t.co/aOIQ0VQuiy",sebanyak <number> kes positif <allcaps> covid</allcaps> - <number> dilaporkan hari ini. selangawak tertinggi dengan <number> kes diikuti saraf ( <number> ... <url>,sebanyak kes baru positif covid dilaporkan hari ini selangor tertinggi dengan kes diikuti sarawak ,-1
"- an Enhanced movement control order will be enforced at a secondary school in Banting, Selangor starting tomorrow, due to a rise in COVID-19 cases","- an diperingkatkan <allcaps>maci</allcaps> akan dikuatkuasakan jadi dikuatkuasakan pada a pada a sekunder masuk banting, or bermula tomorrow, due a kenaikan masuk <allcaps>covid</allcaps> - <number>cases", an enhanced movement control order will be enforced at a secondary school in banting selangor starting tomorrow due to a rise in covid cases,-1
"Here are the highlights from Senior Minister Datuk Seri @IsmailSabri60‘s COVID-19 PC:

- interstate travel is still… https://t.co/BMUCXoNUXF",di sini adalah sorotan dari seri datuk Menteri kanan <user>'s <allcaps> covid</allcaps> - <number> picu:- interstate masih ada ... <url>,here are the highlights from senior minister datuk seri s covid pc interstate travel is still ,0
"Don’t worry about missing your #Covid-19 vaccination. 

Notifications will be sent to remind you about your appoint… https://t.co/vQeBidbsnT",do tidak bimbang kira-kira hilang <hashtag> covid</hashtag> - <number> vaksinasi. pemberitahuan akan dihantar kepada ingaawak kira-kira melantik ... <url>,don t worry about missing your vaccination notifications will be sent to remind you about your appoint ,1
"Fasiliti hospital &amp; PKRC di Kelantan Sudah Penuh

https://t.co/vCBdBrrKVD",hospital fasiliti dan <allcaps> pkrc</allcaps> di kelantan sudah penuh <url>,fasiliti hospital amp pkrc di kelantan sudah penuh ,-1
"Kes harian #COVID19 mencecah 3,000

https://t.co/Z603QOOD4H",kes harian <hashtag>covid19</hashtag> mencecah <nombor> <url>,kes harian mencecah ,0
Semalam Kelantan mencatatkan 662 kes positif COVID-19 yang juga tertinggi di negara ini.,semalam kelantan mencatatkan <number>kes positif <allcaps>covid</allcaps> - <number> yang juga tertinggi di negara ini.,semalam kelantan mencatatkan kes positif covid yang juga tertinggi di negara ini ,-1
"Ia berikutan lonjakan kes di Kelantan yang menyebabkan fasiliti hospital dan PKRC di negeri itu penuh.

Keadaan itu… https://t.co/kZxkfcVfFX",ia berikutan kes lonjakan kelantan yang menyebabkan hospital fasiliti dan <allcaps> pkrc </allcaps> di negeri itu. keadaan itu penuh ... <url>,ia berikutan lonjakan kes di kelantan yang menyebabkan fasiliti hospital dan pkrc di negeri itu penuh keadaan itu ,-1
"Sebuah sekolah berasrama di Kota Bharu akan dijadikan Pusat Kuarantin Risiko Rendah COVID-19 (PKRC).

Pusat itu han… https://t.co/Z9Y5Alf3wt",Sebuah sekolah berasrama penuh di bharu akan dijadikan pusat kuarantin risiko rendah <allcaps> covid</allcaps> - <number> ( <allcaps> pkrc</allcaps>). pusat itu han ... <url>,sebuah sekolah berasrama di kota bharu akan dijadikan pusat kuarantin risiko rendah covid pkrc pusat itu han ,0
Skuad Harimau Malaya tetap bawa pemain tidak divaksin untuk aksi kelayakan Piala Dunia 2022 di UAE… https://t.co/L2TwijTqGa,tetap harimau malaya bawa pemain tak div aksiaksi untuk kelayakan piala dunia <number>di <allcaps>uae</allcaps>... <url>,skuad harimau malaya tetap bawa pemain tidak divaksin untuk aksi kelayakan piala dunia di uae ,0
"EPL: Leicester City close in on a top-four finish https://t.co/ABRNLFfKDs

📷: AFP https://t.co/LzCCnttUNR",<allcaps>epal</allcaps> : leicester bandar close pada a top-four selesai <url> : <allcaps> afp</allcaps> <url>,epl leicester city close in on a top four finish afp ,1
"#NewsWrapUp: Here's a quick recap of our top stories from this evening
https://t.co/Xg6yoRoINj https://t.co/XfpwdIlMYf",<hashtag>newswrapup</hashtag>: di sini' s a cepat recap daripada kami atas cerita dari petang ini <url> <url>, here s a quick recap of our top stories from this evening ,0
