Raw,CD-Malaya,CD-RE,Polarity
"28 April - Individu yang dikenakan kompaun langgar SOP COVID-19 boleh buat rayuan
https://t.co/fO6YbeB9dT

'Yang sa… https://t.co/PYyRBH5RBN",<date> - individu yang dikenakan kompaun langgar <allcaps> tatacara pengendalian piawai covid </allcaps> - <number> boleh buat rayuan <url> ' yang sa … <url>, april individu yang dikenakan kompaun langgar sop covid boleh buat rayuan yang sa ,0
#KitaJagaKita https://t.co/w1kRlqtXvt,<hashtag> kitajagakita </hashtag> <url>,,0
UniKL would like to wish all our Muslim friends Salam Nuzul Quran. May we able to learn and appreciate the beauty o… https://t.co/pzS0FU1ZCr,unikl akan seperti kepada ingin semua kami muslim friends salam nuzul quran . mei kami able kepada belajar dan menghargai yang kecantikan o … <url>,unikl would like to wish all our muslim friends salam nuzul quran may we able to learn and appreciate the beauty o ,1
"SELAMAT MENYAMBUT NUZUL AL-QURAN
17 RAMADAN 1442H

#MyLaw
#JPM
#kitajagakita 
#bheuu 
#MalaysiaPrihatin… https://t.co/NJtYAeXxFq",<allcaps> selamat menyambut nuzul al </allcaps> - <allcaps> quran </allcaps> <number> <allcaps> ramadan </allcaps> 1 4 4 2 h <hashtag> mylaw </hashtag> <hashtag> jpm </hashtag> <hashtag> kitajagakita </hashtag> <hashtag> bheuu </hashtag> <hashtag> malaysiaprihatin </hashtag> … <url>,selamat menyambut nuzul al quran ramadan h ,1
"Wasap saya untuk set masa &amp; tarikh
https://t.co/7kMGmZJ9TL

#KitaJagaKita https://t.co/rhueYKXkH9",wasap saya untuk ditetapkan masa dan tarikh <url> <hashtag> kitajagakita </hashtag> <url>,wasap saya untuk set masa amp tarikh ,0
"KEPUTUSAN SEMASA
GARAGE FC 0-3 KKFC

_

Tamat separuh masa pertama, KKFC mendahului permainan dengan jaringan 3-0.… https://t.co/vyZ5sqVDCq","<allcaps> keputusan semasa </allcaps> <allcaps> garaj fc </allcaps> <number> - <number> <allcaps> kkfc </allcaps> _ tamat separuh masa pertama , <allcaps> kkfc </allcaps> mendahului permainan dengan jaringan <number> - <number> . … <url>",keputusan semasagarage fc kkfc_tamat separuh masa pertama kkfc mendahului permainan dengan jaringan ,0
"Salam Nuzul Al Quran.

#KitaJagaKita
#RichWorks https://t.co/O5NIfzT8QU",salam nuzul al quran . <hashtag> kitajagakita </hashtag> <hashtag> richworks </hashtag> <url>,salam nuzul al quran ,1
"#𝘋𝘪𝘨𝘪𝘵𝘢𝘭𝘚𝘰𝘤𝘪𝘦𝘵𝘺 #𝘕𝘦𝘸𝘕𝘰𝘳𝘮𝘢𝘭 #𝘙𝘔𝘊𝘖 #𝘗𝘌𝘕𝘑𝘈𝘕𝘈 #𝘗𝘌𝘔𝘌𝘙𝘒𝘈𝘚𝘈 #𝘑𝘌𝘕𝘋𝘌𝘓𝘈 #𝘔𝘺𝘋𝘐𝘎𝘐𝘛𝘈𝘓

#KitaJagaKita 👨👩👧👦 
#MerintisImpian 💭… https://t.co/VlIyr9Y9L7",,,0
"#KomunikasiKita
#OpBenteng
#OP_BENTENG
#vaksincovid19
#VaccinesSaveLives
#LindungDiriLindungSemua
#KitaJagaKita… https://t.co/I1AXLV4vjv",<hashtag> komunikasikita </hashtag> <hashtag> opbenteng </hashtag> <hashtag> op_benteng </hashtag> <hashtag> vaksincovid19 </hashtag> <hashtag> vaccinessavelives </hashtag> <hashtag> lindungdirilindungsemua </hashtag> <hashtag> kitajagakita </hashtag> … <url>,,0
#KitaJagaKita #RakyatJagaRakyat #KitaSemuaJebat #apamasalahsaudara #samsunghealth #samsunghealthchallenge… https://t.co/84YBVuKnNe,<hashtag> kitajagakita </hashtag> <hashtag> rakyatjagarakyat </hashtag> <hashtag> kitasemuajebat </hashtag> <hashtag> apamasalahsaudara </hashtag> <hashtag> samsunghealth </hashtag> <hashtag> samsunghealthchallenge </hashtag> … <url>,,0
#KitaJagaKita https://t.co/lkIAZTWqN5,<hashtag> kitajagakita </hashtag> <url>,,0
#KitaJagaKita https://t.co/rqWRt6R5PW,<hashtag> kitajagakita </hashtag> <url>,,0
"📌 Operasi Benteng - National Task Force (NTF)

#IOW
#KomunikasiKita
#PKPB 
#OpBenteng
#OP_BENTENG
#vaksincovid19… https://t.co/qgINedbRVj",📌 operasi benteng - Nasional tugas memaksa ( <allcaps> ntf </allcaps> ) <hashtag> iow </hashtag> <hashtag> komunikasikita </hashtag> <hashtag> pkpb </hashtag> <hashtag> opbenteng </hashtag> <hashtag> op_benteng </hashtag> <hashtag> vaksincovid19 </hashtag> … <url>, operasi benteng national task force ntf ,0
"Kuala Rompin, 7 April 2021 - Y.Bhg Prof Dato' Dr. Salina binti Daud, Timbalan Naib Canselor UNITEN KSHAS telah berb… https://t.co/ChVCL4PO8G","kuala rompin , <date> - y . bhg prof dato ' dr . salina binti daud , timbalan naib canselor <allcaps> uniten kshas </allcaps> telah berb … <url>",kuala rompin april y bhg prof dato dr salina binti daud timbalan naib canselor uniten kshas telah berb ,0
"Kepada rancangan² TV di @501Awani @BuletinTV3 @tv1_rtm @RTM_Malaysia dll &amp; artis² sekalian. 

Pakai face shield &amp; p… https://t.co/yeN59tLZaL",kepada rancangan² tv di <user> <user> <user> <user> dll dan artis² sekalian . pakai face perisai dan pergi … <url>,kepada rancangan² tv di dll amp artis² sekalian pakai face shield amp p ,0
"Kes baharu Covid-19 lebih tinggi berbanding kes sembuh iaitu 3,142 kes berbanding 1,822 kes.

Perak mencatatkan 69… https://t.co/N2kXXz2wBX",kes baharu covid - <number> lebih tinggi berbanding kes sembuh iaitu <number> kes berbanding <number> kes . perak mencatatkan <number> … <url>,kes baharu covid lebih tinggi berbanding kes sembuh iaitu kes berbanding kes perak mencatatkan ,-1
"Tuan Ir Haji Cheremi bin Haji Tarman, Timbalan Yang Dipertua MPS hari ini telah melakukan lawatan pemantauan SOP ke… https://t.co/YpDznCM5jn","tuan ir haji cheremi bin haji tarman , timbalan yang dipertua <allcaps> mps </allcaps> hari ini telah melakukan lawatan pemantauan <allcaps> tatacara pengendalian piawai </allcaps> ke … <url>",tuan ir haji cheremi bin haji tarman timbalan yang dipertua mps hari ini telah melakukan lawatan pemantauan sop ke ,0
#KitaJagaKita #RakyatJagaRakyat #KitaSemuaJebat #apamasalahsaudara #samsunghealth #samsunghealthchallenge… https://t.co/5n2SZwl529,<hashtag> kitajagakita </hashtag> <hashtag> rakyatjagarakyat </hashtag> <hashtag> kitasemuajebat </hashtag> <hashtag> apamasalahsaudara </hashtag> <hashtag> samsunghealth </hashtag> <hashtag> samsunghealthchallenge </hashtag> … <url>,,0
#KitaJagaKita #RakyatJagaRakyat #KitaSemuaJebat #apamasalahsaudara #samsunghealth #samsunghealthchallenge… https://t.co/g0tKQLNgmB,<hashtag> kitajagakita </hashtag> <hashtag> rakyatjagarakyat </hashtag> <hashtag> kitasemuajebat </hashtag> <hashtag> apamasalahsaudara </hashtag> <hashtag> samsunghealth </hashtag> <hashtag> samsunghealthchallenge </hashtag> … <url>,,0
"PKPD 2 PENEMPATAN SEKITAR SUNGAI CHALIT &amp; 5 PENEMPATAN SEKITAR SUNGAI KLAU, RAUB PAHANG BERKUATKUASA 29 APRIL - 12… https://t.co/Jw7ghf9Lev","<allcaps> pkpd </allcaps> <number> <allcaps> penempatan sekitar sungai chalit </allcaps> dan <number> <allcaps> penempatan sekitar sungai kalau </allcaps> , <allcaps> raub pahang berkuatkuasa </allcaps> <number> <allcaps> april </allcaps> - <number> … <url>",pkpd penempatan sekitar sungai chalit amp penempatan sekitar sungai klau raub pahang berkuatkuasa april ,0
"#𝘋𝘪𝘨𝘪𝘵𝘢𝘭𝘚𝘰𝘤𝘪𝘦𝘵𝘺 #𝘕𝘦𝘸𝘕𝘰𝘳𝘮𝘢𝘭 #𝘙𝘔𝘊𝘖 #𝘗𝘌𝘕𝘑𝘈𝘕𝘈 #𝘗𝘌𝘔𝘌𝘙𝘒𝘈𝘚𝘈 #𝘑𝘌𝘕𝘋𝘌𝘓𝘈 #𝘔𝘺𝘋𝘐𝘎𝘐𝘛𝘈𝘓

#KitaJagaKita 👨👩👧👦
#MerintisImpian 💭… https://t.co/mG7thI1yCB",,,0
Salam Nuzul Quran to all our muslim friends and families. May all of us equipped well with knowledge and be blessed… https://t.co/MTn83Akve4,salam nuzul quran kepada semua kami muslim friends dan families . mei semua daripada kami equipped maklumlah dengan pengetahuan dan jadi blessed … <url>,salam nuzul quran to all our muslim friends and families may all of us equipped well with knowledge and be blessed ,1
"Ya betul.

Kadang kita ni tersangat ego. Hanya hendak berpolitik 24jam, Hanya mahu salahkan orang lain.… https://t.co/xyY3p7Y3UV","ya betul . kadang kita ini tersangat ego . hanya hendak berpolitik 24jam , hanya mahu salahkan orang lain . … <url>",ya betul kadang kita ni tersangat ego hanya hendak berpolitik jam hanya mahu salahkan orang lain ,-1
"📌 Operasi Benteng - National Task Force (NTF)
📌 Banci 2020 (dalam 3 bahasa)

#IOW
#KomunikasiKita
#OpBenteng… https://t.co/6I92XgJzUR",📌 operasi benteng - Nasional tugas memaksa ( <allcaps> ntf </allcaps> ) 📌 banci <number> ( dalam <number> bahasa ) <hashtag> iow </hashtag> <hashtag> komunikasikita </hashtag> <hashtag> opbenteng </hashtag> … <url>, operasi benteng national task force ntf banci dalam bahasa ,0
#KitaJagaKita #RakyatJagaRakyat #KitaSemuaJebat #apamasalahsaudara #samsunghealth #samsunghealthchallenge… https://t.co/N3InlnZr8x,<hashtag> kitajagakita </hashtag> <hashtag> rakyatjagarakyat </hashtag> <hashtag> kitasemuajebat </hashtag> <hashtag> apamasalahsaudara </hashtag> <hashtag> samsunghealth </hashtag> <hashtag> samsunghealthchallenge </hashtag> … <url>,,0
#KitaJagaKita #RakyatJagaRakyat #KitaSemuaJebat #apamasalahsaudara #samsunghealth #samsunghealthchallenge… https://t.co/YC0ZjP2YZ6,<hashtag> kitajagakita </hashtag> <hashtag> rakyatjagarakyat </hashtag> <hashtag> kitasemuajebat </hashtag> <hashtag> apamasalahsaudara </hashtag> <hashtag> samsunghealth </hashtag> <hashtag> samsunghealthchallenge </hashtag> … <url>,,0
"Salam Nuzul Al-Quran 1442 H. Ikhlas daripada YDP, TYDP, Ahli Majlis, Pengarah Jabatan dan seluruh warga Majlis Perb… https://t.co/I9EltzXRKj","salam nuzul al-quran <number> h . ikhlas daripada <allcaps> ydp </allcaps> , <allcaps> tydp </allcaps> , ahli majlis , pengarah jabatan dan seluruh warga majlis perb … <url>",salam nuzul al quran h ikhlas daripada ydp tydp ahli majlis pengarah jabatan dan seluruh warga majlis perb ,1
Program  Kongsi Rasa Bubur Lambuk kepada komuniti telah diadakan pada 28 April 2021 bertempat di Pangsapuri Taman S… https://t.co/UXadLFoaN2,program kongsi rasa bubur lambuk kepada komuniti telah diadakan pada <date> bertempat di pangsapuri taman s … <url>,program kongsi rasa bubur lambuk kepada komuniti telah diadakan pada april bertempat di pangsapuri taman s ,0
"#KitaJagaKita ❌
#KitaKompaunKita✅ https://t.co/UEtfsY5vPa",<hashtag> kitajagakita </hashtag> ❌ <hashtag> kitakompaunkita </hashtag> ✅ <url>,,0
"According to a new review of research Trusted Source published January in the BMJ, there’s no strong evidence to su… https://t.co/EQaKQHAGh3","Menurut kepada a baru kajian semula daripada penyelidikan trusted sumber published januari masuk yang <allcaps> bmj </allcaps> , di sana ' s tidak kuat bukti kepada su … <url>",according to a new review of research trusted source published january in the bmj there s no strong evidence to su ,-1
#KitaJagaKita #RakyatJagaRakyat #KitaSemuaJebat #apamasalahsaudara #samsunghealth #samsunghealthchallenge… https://t.co/8LM6pztqFE,<hashtag> kitajagakita </hashtag> <hashtag> rakyatjagarakyat </hashtag> <hashtag> kitasemuajebat </hashtag> <hashtag> apamasalahsaudara </hashtag> <hashtag> samsunghealth </hashtag> <hashtag> samsunghealthchallenge </hashtag> … <url>,,0
#SocialDistancing #KitaJagaKita https://t.co/bgrQUnLPOB,<hashtag> socialdistancing </hashtag> <hashtag> kitajagakita </hashtag> <url>,,0
2100hrs : Aliran trafik bergerak lancar di semua lokasi JSAHMS.Cuaca hujan.Sila patuhi had laju yang telah ditetapk… https://t.co/FIUoGCHHjE,2 1 0 0 harus : aliran trafik bergerak lancar di semua lokasi <allcaps> jsahms </allcaps> . cuaca hujan . sila patuhi had laju yang telah ditetapk … <url>,hrs aliran trafik bergerak lancar di semua lokasi jsahms cuaca hujan sila patuhi had laju yang telah ditetapk ,1
#KitaJagaKita #RakyatJagaRakyat #KitaSemuaJebat #apamasalahsaudara #samsunghealth #samsunghealthchallenge… https://t.co/SZ4sxzp25j,<hashtag> kitajagakita </hashtag> <hashtag> rakyatjagarakyat </hashtag> <hashtag> kitasemuajebat </hashtag> <hashtag> apamasalahsaudara </hashtag> <hashtag> samsunghealth </hashtag> <hashtag> samsunghealthchallenge </hashtag> … <url>,,0
"Burung bayan hinggap di dahan
Mencari makan hingga ke malam
17 Ramadan diturunkan al-Quran
Sebagai petunjuk sekalia… https://t.co/zdvbPry4Bi",burung bayan hinggap di dahan mencari makan hingga ke malam <number> ramadan diturunkan al-quran sebagai petunjuk sekalia … <url>,burung bayan hinggap di dahanmencari makan hingga ke malam ramadan diturunkan al quransebagai petunjuk sekalia ,0
"INFO MAKMUR JOHOR

PECAHAN FAKTOR RISIKO KES COVID-19
DI NEGERI JOHOR PADA 28 APRIL 2021

#KitaJagaKita… https://t.co/gzwB993xsg",<allcaps> info makmur johor </allcaps> <allcaps> pecahan faktor risiko kes covid </allcaps> - <number> <allcaps> di negeri johor pada </allcaps> <number> <allcaps> april </allcaps> <number> <hashtag> kitajagakita </hashtag> … <url>,info makmur johorpecahan faktor risiko kes covid di negeri johor pada april ,-1
"14 days left to eid!!
#ramadanmubarak #puasa #startcounting #Ramadan2021 #KitaJagaKita #COVIDisAirborne #puasa… https://t.co/g5eNYArzsu",<number> hari ditinggalkan kepada eid ! <repeated> <hashtag> ramadanmubarak </hashtag> <hashtag> puasa </hashtag> <hashtag> startcounting </hashtag> <hashtag> ramadan2021 </hashtag> <hashtag> kitajagakita </hashtag> <hashtag> covidisairborne </hashtag> <hashtag> puasa </hashtag> … <url>, days left to eid ,0
"#stpm
#institusipengajiantinggi
#highereducation
#instastudy
#biasiswa
#scholarship
#ptptn
#diploma
#degree… https://t.co/qPGFJZNlsG",<hashtag> stpm </hashtag> <hashtag> institusipengajiantinggi </hashtag> <hashtag> highereducation </hashtag> <hashtag> instastudy </hashtag> <hashtag> biasiswa </hashtag> <hashtag> biasiswa </hashtag> <hashtag> ptptn </hashtag> <hashtag> Diploma </hashtag> <hashtag> ijazah </hashtag> … <url>,,0
"📌 Kempen Putuskan Rantaian COVID-19 
📌 Operasi Benteng - National Task Force (NTF)

#IOW
#KomunikasiKita
#PKPB… https://t.co/T4gemgc6IG",📌 kempen putuskan rantaian <allcaps> covid </allcaps> - <number> 📌 operasi benteng - Nasional tugas memaksa ( <allcaps> ntf </allcaps> ) <hashtag> iow </hashtag> <hashtag> komunikasikita </hashtag> <hashtag> pkpb </hashtag> … <url>, kempen putuskan rantaian covid operasi benteng national task force ntf ,0
"28 April - Pembebasan 'Datuk Addy Kana' PDRM akan kaji isu teknikal siasatan 
https://t.co/DYwbVzH9fb

'Yang sahih… https://t.co/pNgg9BM6b4",<date> - pembebasan ' datuk addy kanan ' <allcaps> pdrm </allcaps> akan kaji isu teknikal siasatan <url> ' yang sahih … <url>, april pembebasan datuk addy kana pdrm akan kaji isu teknikal siasatan yang sahih ,0
"#PKPB #PKPP #COVID-19

STATUS TERKINI TASK FORCE OPERASI PEMATUHAN PDRM

Sumber: Kenyataan Media Menteri Kanan Pert… https://t.co/nifBuWorBO",<hashtag> pkpb </hashtag> <hashtag> pkpp </hashtag> <hashtag> covid </hashtag> - <number> <allcaps> status terkini tugas memaksa operasi pematuhan pdrm </allcaps> sumber : kenyataan media menteri kanan pert … <url>, status terkini task force operasi pematuhan pdrmsumber kenyataan media menteri kanan pert ,0
